time,unsigned_flux
0.0,2.877872e+18
0.2,3.602851e+18
0.4,8.853831e+18
0.6,1.43551e+19
0.8,1.514878e+19
1.0,1.063791e+20
1.2,3.082419e+20
1.4,3.937298e+20
1.6,6.792966e+20
1.8,6.770578e+20
2.0,7.569291e+20
2.2,7.972896e+20
2.4,8.177921e+20
2.6,8.399674e+20
2.8,8.540287e+20
3.0,8.735884e+20
3.2,8.482856e+20
3.4,8.430504e+20
3.6,8.178875e+20
3.8,8.416345e+20
4.0,8.471267e+20
4.2,8.340485e+20
4.4,8.835089e+20
4.6,8.634689e+20
4.8,8.879335e+20
5.0,9.009216e+20
5.2,9.273423e+20
5.4,9.302386e+20
5.6,9.368815e+20
5.8,9.50007e+20
6.0,9.536121e+20
6.2,9.758641e+20
6.4,1.00345e+21
6.6,1.04795e+21
6.8,1.096414e+21
7.0,1.096195e+21
7.2,1.137477e+21
7.4,1.142659e+21
7.6,1.189125e+21
7.8,1.227099e+21
8.0,1.306767e+21
8.2,1.35116e+21
8.4,1.374175e+21
8.6,1.379137e+21
8.8,1.434907e+21
9.0,1.437443e+21
9.2,1.496413e+21
9.4,1.567264e+21
9.6,1.608443e+21
9.8,1.579265e+21
10.0,1.620251e+21
10.2,1.672252e+21
10.4,1.732539e+21
10.6,1.749289e+21
10.8,1.809721e+21
11.0,1.692454e+21
11.2,1.722863e+21
11.4,1.731271e+21
11.6,1.791689e+21
11.8,1.74479e+21
12.0,1.739219e+21
12.2,1.727595e+21
12.4,1.712956e+21
12.6,1.72023e+21
12.8,1.706391e+21
13.0,1.747379e+21
13.2,1.72119e+21
13.4,1.733057e+21
13.6,1.738085e+21
13.8,1.764728e+21
14.0,1.805378e+21
14.2,1.832287e+21
14.4,1.821531e+21
14.6,1.834961e+21
14.8,1.847352e+21
15.0,1.884316e+21
15.2,1.871755e+21
15.4,1.861351e+21
15.6,1.909066e+21
15.8,1.921412e+21
16.0,1.954933e+21
16.2,1.972257e+21
16.4,1.981618e+21
16.6,2.009538e+21
16.8,2.047114e+21
17.0,2.062624e+21
17.2,2.041387e+21
17.4,2.163508e+21
17.6,2.166244e+21
17.8,2.217402e+21
18.0,2.257807e+21
18.2,2.277745e+21
18.4,2.282297e+21
18.6,2.269173e+21
18.8,2.293225e+21
19.0,2.254204e+21
19.2,2.250113e+21
19.4,2.196366e+21
19.6,2.218271e+21
19.8,2.217757e+21
20.0,2.183439e+21
20.2,2.233625e+21
20.4,2.194781e+21
20.6,2.223668e+21
20.8,2.203768e+21
21.0,2.296729e+21
21.2,2.379157e+21
21.4,2.3476e+21
21.6,2.442751e+21
21.8,2.445442e+21
22.0,2.441487e+21
22.2,2.478416e+21
22.4,2.644357e+21
22.6,2.586809e+21
22.8,2.531124e+21
23.0,2.487104e+21
23.2,2.50053e+21
23.4,2.53016e+21
23.6,2.525241e+21
23.8,2.556864e+21
24.0,2.535791e+21
24.2,2.621681e+21
24.4,2.665453e+21
24.6,2.690727e+21
24.8,2.683451e+21
25.0,2.721965e+21
25.2,2.742573e+21
25.4,2.733678e+21
25.6,2.782911e+21
25.8,2.813879e+21
26.0,2.754008e+21
26.2,2.732337e+21
26.4,2.723909e+21
26.6,3.223164e+21
26.8,2.996089e+21
27.0,2.572696e+21
27.2,2.569114e+21
27.4,3.328717e+21
27.6,3.304066e+21
27.8,3.116297e+21
28.0,3.496555e+21
28.2,3.669337e+21
28.4,3.093828e+21
28.6,3.110751e+21
28.8,2.465561e+21
29.0,3.074032e+21
29.2,3.105654e+21
29.4,2.922311e+21
29.6,3.090341e+21
29.8,2.477154e+21
30.0,2.475069e+21
30.2,2.427344e+21
30.4,2.940377e+21
30.6,2.454364e+21
30.8,3.19488e+21
31.0,2.375599e+21
31.2,2.364309e+21
31.4,2.349072e+21
31.6,2.329112e+21
31.8,2.318778e+21
32.0,2.282839e+21
32.2,2.298068e+21
32.4,2.325422e+21
32.6,2.373771e+21
32.8,2.365259e+21
33.0,2.370292e+21
33.2,2.335872e+21
33.4,2.342718e+21
33.6,2.337756e+21
33.8,2.331525e+21
34.0,2.353458e+21
34.2,2.379338e+21
34.4,2.323628e+21
34.6,2.381583e+21
34.8,2.394358e+21
35.0,2.399408e+21
35.2,2.393191e+21
35.4,2.39839e+21
35.6,2.371792e+21
35.8,2.378492e+21
36.0,2.361237e+21
36.2,2.311659e+21
36.4,2.342965e+21
36.6,2.372431e+21
36.8,2.248291e+21
37.0,2.248121e+21
37.2,2.216486e+21
37.4,2.153902e+21
37.6,2.148387e+21
37.8,2.117477e+21
38.0,2.098431e+21
38.2,2.031866e+21
38.4,1.976722e+21
38.6,1.971411e+21
38.8,1.960904e+21
39.0,1.951407e+21
39.2,2.01073e+21
39.4,2.015267e+21
39.6,1.970499e+21
39.8,1.980204e+21
40.0,1.999586e+21
40.2,2.026646e+21
40.4,2.087441e+21
40.6,2.081388e+21
40.8,2.150001e+21
41.0,2.186837e+21
41.2,2.274058e+21
41.4,2.307747e+21
41.6,2.265231e+21
41.8,2.231023e+21
42.0,2.23371e+21
42.2,2.166685e+21
42.4,2.099114e+21
42.6,2.076732e+21
42.8,2.007872e+21
43.0,1.953309e+21
43.2,1.947144e+21
43.4,1.930396e+21
43.6,1.902362e+21
43.8,1.878171e+21
44.0,1.853009e+21
44.2,1.896914e+21
44.4,1.905573e+21
44.6,1.854858e+21
44.8,1.853097e+21
45.0,1.858843e+21
45.2,1.838558e+21
45.4,1.827761e+21
45.6,1.810788e+21
45.8,1.816996e+21
46.0,1.79299e+21
46.2,1.805652e+21
46.4,1.747698e+21
46.6,1.754422e+21
46.8,1.810768e+21
47.0,1.795142e+21
47.2,1.812253e+21
47.4,1.783114e+21
47.6,1.835443e+21
47.8,1.833474e+21
48.0,1.815766e+21
48.2,1.829707e+21
48.4,1.800505e+21
48.6,1.814787e+21
48.8,1.835158e+21
49.0,1.82487e+21
49.2,1.797978e+21
49.4,1.851028e+21
49.6,1.848657e+21
49.8,1.830546e+21
50.0,1.835918e+21
50.2,1.818251e+21
50.4,1.86667e+21
50.6,1.83963e+21
50.8,1.84976e+21
51.0,1.808864e+21
51.2,1.738016e+21
51.4,1.682739e+21
51.6,1.632904e+21
51.8,1.598269e+21
52.0,1.56931e+21
52.2,1.545938e+21
52.4,1.489955e+21
52.6,1.516755e+21
52.8,1.48884e+21
53.0,1.503081e+21
53.2,1.564753e+21
53.4,1.608922e+21
53.6,1.655754e+21
53.8,1.739292e+21
54.0,1.770195e+21
54.2,1.840793e+21
54.4,1.89559e+21
54.6,1.87463e+21
54.8,1.973515e+21
55.0,1.991957e+21
55.2,2.040436e+21
55.4,2.092787e+21
55.6,2.113907e+21
55.8,2.112617e+21
56.0,2.128119e+21
56.2,2.144688e+21
56.4,2.180393e+21
56.6,2.181992e+21
56.8,2.171471e+21
57.0,2.192435e+21
57.2,2.219845e+21
57.4,2.22249e+21
57.6,2.210182e+21
57.8,2.238583e+21
58.0,2.227253e+21
58.2,2.246956e+21
58.4,2.247745e+21
58.6,2.281302e+21
58.8,2.262132e+21
59.0,2.316316e+21
59.2,2.313138e+21
59.4,2.390142e+21
59.6,2.423217e+21
59.8,2.43423e+21
60.0,2.468098e+21
60.2,2.444778e+21
60.4,2.421066e+21
60.6,2.501888e+21
60.8,2.499306e+21
