true_time,time,unsigned_flux
2014.05.12_01:24:00_TAI,34.2,1.350408e+22
2014.05.12_01:36:00_TAI,34.4,1.353910e+22
2014.05.12_01:48:00_TAI,34.6,1.330562e+22
2014.05.12_02:00:00_TAI,34.8,1.321550e+22
2014.05.12_02:12:00_TAI,35.0,1.300193e+22
2014.05.12_02:24:00_TAI,35.2,1.308488e+22
2014.05.12_02:36:00_TAI,35.4,1.300082e+22
2014.05.12_02:48:00_TAI,35.6,1.291486e+22
2014.05.12_03:00:00_TAI,35.8,1.276017e+22
2014.05.12_03:12:00_TAI,36.0,1.264946e+22
2014.05.12_03:24:00_TAI,36.2,1.253335e+22
2014.05.12_03:36:00_TAI,36.4,1.231604e+22
2014.05.12_03:48:00_TAI,36.6,1.220975e+22
2014.05.12_04:00:00_TAI,36.8,1.205494e+22
2014.05.12_04:12:00_TAI,37.0,1.199483e+22
2014.05.12_04:24:00_TAI,37.2,1.181789e+22
2014.05.12_04:36:00_TAI,37.4,1.164264e+22
2014.05.12_04:48:00_TAI,37.6,1.151279e+22
2014.05.12_05:00:00_TAI,37.8,1.142962e+22
2014.05.12_05:12:00_TAI,38.0,1.132379e+22
2014.05.12_05:24:00_TAI,38.2,1.129922e+22
2014.05.12_05:36:00_TAI,38.4,1.122997e+22
2014.05.12_05:48:00_TAI,38.6,1.125940e+22
2014.05.12_06:24:00_TAI,39.2,1.152091e+22
2014.05.12_06:36:00_TAI,39.4,1.161124e+22
2014.05.12_06:48:00_TAI,39.6,1.157291e+22
2014.05.12_07:00:00_TAI,39.8,1.172275e+22
2014.05.12_07:12:00_TAI,40.0,1.182681e+22
2014.05.12_07:24:00_TAI,40.2,1.184327e+22
2014.05.12_07:36:00_TAI,40.4,1.202453e+22
2014.05.12_07:48:00_TAI,40.6,1.200506e+22
2014.05.12_08:00:00_TAI,40.8,1.212753e+22
2014.05.12_08:12:00_TAI,41.0,1.215655e+22
2014.05.12_08:24:00_TAI,41.2,1.229284e+22
2014.05.12_08:36:00_TAI,41.4,1.226373e+22
2014.05.12_08:48:00_TAI,41.6,1.228771e+22
2014.05.12_09:00:00_TAI,41.8,1.217550e+22
2014.05.12_09:12:00_TAI,42.0,1.229257e+22
2014.05.12_09:24:00_TAI,42.2,1.214756e+22
2014.05.12_09:36:00_TAI,42.4,1.216752e+22
2014.05.12_09:48:00_TAI,42.6,1.197789e+22
2014.05.12_10:00:00_TAI,42.8,1.209541e+22
2014.05.12_10:12:00_TAI,43.0,1.201617e+22
2014.05.12_10:24:00_TAI,43.2,1.194918e+22
2014.05.12_10:36:00_TAI,43.4,1.177590e+22
2014.05.12_10:48:00_TAI,43.6,1.174946e+22
2014.05.12_11:00:00_TAI,43.8,1.170105e+22
2014.05.12_11:12:00_TAI,44.0,1.168342e+22
2014.05.12_11:24:00_TAI,44.2,1.155149e+22
2014.05.12_11:36:00_TAI,44.4,1.161879e+22
2014.05.12_11:48:00_TAI,44.6,1.156071e+22
2014.05.12_12:00:00_TAI,44.8,1.142931e+22
2014.05.12_12:12:00_TAI,45.0,1.134902e+22
2014.05.12_12:24:00_TAI,45.2,1.132792e+22
2014.05.12_12:36:00_TAI,45.4,1.139687e+22
2014.05.12_12:48:00_TAI,45.6,1.143486e+22
2014.05.12_13:00:00_TAI,45.8,1.152804e+22
2014.05.12_13:12:00_TAI,46.0,1.165175e+22
2014.05.12_13:24:00_TAI,46.2,1.166054e+22
2014.05.12_13:36:00_TAI,46.4,1.178131e+22
2014.05.12_13:48:00_TAI,46.6,1.183538e+22
2014.05.12_14:00:00_TAI,46.8,1.192848e+22
2014.05.12_14:12:00_TAI,47.0,1.203370e+22
2014.05.12_14:24:00_TAI,47.2,1.209440e+22
2014.05.12_14:36:00_TAI,47.4,1.213483e+22
2014.05.12_14:48:00_TAI,47.6,1.217481e+22
2014.05.12_15:00:00_TAI,47.8,1.238151e+22
2014.05.12_15:12:00_TAI,48.0,1.239610e+22
2014.05.12_15:24:00_TAI,48.2,1.249494e+22
2014.05.12_15:36:00_TAI,48.4,1.243114e+22
2014.05.12_15:48:00_TAI,48.6,1.236318e+22
2014.05.12_16:00:00_TAI,48.8,1.226518e+22
2014.05.12_16:12:00_TAI,49.0,1.224629e+22
2014.05.12_16:24:00_TAI,49.2,1.204026e+22
2014.05.12_16:36:00_TAI,49.4,1.196039e+22
2014.05.12_16:48:00_TAI,49.6,1.190596e+22
2014.05.12_17:00:00_TAI,49.8,1.179233e+22
2014.05.12_17:12:00_TAI,50.0,1.172732e+22
2014.05.12_17:24:00_TAI,50.2,1.168553e+22
2014.05.12_17:36:00_TAI,50.4,1.185768e+22
2014.05.12_17:48:00_TAI,50.6,1.167944e+22
2014.05.12_18:24:00_TAI,51.2,1.145445e+22
2014.05.12_18:36:00_TAI,51.4,1.137446e+22
2014.05.12_18:48:00_TAI,51.6,1.138765e+22
2014.05.12_19:00:00_TAI,51.8,1.132432e+22
2014.05.12_19:12:00_TAI,52.0,1.131281e+22
2014.05.12_19:24:00_TAI,52.2,1.132134e+22
2014.05.12_19:36:00_TAI,52.4,1.147704e+22
2014.05.12_19:48:00_TAI,52.6,1.149861e+22
2014.05.12_20:00:00_TAI,52.8,1.163092e+22
2014.05.12_20:12:00_TAI,53.0,1.175439e+22
2014.05.12_20:24:00_TAI,53.2,1.190781e+22
2014.05.12_20:36:00_TAI,53.4,1.197194e+22
2014.05.12_20:48:00_TAI,53.6,1.212190e+22
2014.05.12_21:00:00_TAI,53.8,1.211354e+22
2014.05.12_21:12:00_TAI,54.0,1.204924e+22
2014.05.12_21:24:00_TAI,54.2,1.219711e+22
2014.05.12_21:36:00_TAI,54.4,1.217325e+22
2014.05.12_21:48:00_TAI,54.6,1.217932e+22
2014.05.12_22:00:00_TAI,54.8,1.218631e+22
2014.05.12_22:12:00_TAI,55.0,1.211018e+22
2014.05.12_22:24:00_TAI,55.2,1.207551e+22
2014.05.12_22:36:00_TAI,55.4,1.197143e+22
2014.05.12_22:48:00_TAI,55.6,1.200395e+22
2014.05.12_23:00:00_TAI,55.8,1.197005e+22
2014.05.12_23:12:00_TAI,56.0,1.182664e+22
2014.05.12_23:24:00_TAI,56.2,1.189000e+22
2014.05.12_23:36:00_TAI,56.4,1.177582e+22
2014.05.12_23:48:00_TAI,56.6,1.178526e+22
2014.05.13_00:00:00_TAI,56.8,1.167116e+22
2014.05.13_00:12:00_TAI,57.0,1.162707e+22
2014.05.13_00:24:00_TAI,57.2,1.159187e+22
2014.05.13_00:36:00_TAI,57.4,1.149909e+22
2014.05.13_00:48:00_TAI,57.6,1.142423e+22
2014.05.13_01:00:00_TAI,57.8,1.157139e+22
2014.05.13_01:12:00_TAI,58.0,1.152090e+22
2014.05.13_01:24:00_TAI,58.2,1.150757e+22
2014.05.13_01:36:00_TAI,58.4,1.140126e+22
2014.05.13_01:48:00_TAI,58.6,1.135821e+22
2014.05.13_02:00:00_TAI,58.8,1.127634e+22
2014.05.13_02:12:00_TAI,59.0,1.127989e+22
2014.05.13_02:24:00_TAI,59.2,1.123989e+22
2014.05.13_02:36:00_TAI,59.4,1.118067e+22
2014.05.13_02:48:00_TAI,59.6,1.115986e+22
2014.05.13_03:00:00_TAI,59.8,1.099807e+22
2014.05.13_03:12:00_TAI,60.0,1.091350e+22
2014.05.13_03:24:00_TAI,60.2,1.083018e+22
2014.05.13_03:36:00_TAI,60.4,1.080308e+22
2014.05.13_03:48:00_TAI,60.6,1.073182e+22
2014.05.13_04:00:00_TAI,60.8,1.068940e+22
2014.05.13_04:12:00_TAI,61.0,1.048451e+22
2014.05.13_04:24:00_TAI,61.2,1.044386e+22
2014.05.13_04:36:00_TAI,61.4,1.038837e+22
2014.05.13_04:48:00_TAI,61.6,1.034536e+22
2014.05.13_05:00:00_TAI,61.8,1.020307e+22
2014.05.13_05:12:00_TAI,62.0,1.011402e+22
2014.05.13_05:24:00_TAI,62.2,1.032564e+22
2014.05.13_05:36:00_TAI,62.4,1.031052e+22
2014.05.13_05:48:00_TAI,62.6,1.033906e+22
2014.05.13_06:24:00_TAI,63.2,1.052463e+22
2014.05.13_06:36:00_TAI,63.4,1.054053e+22
2014.05.13_06:48:00_TAI,63.6,1.064188e+22
2014.05.13_07:00:00_TAI,63.8,1.063162e+22
2014.05.13_07:12:00_TAI,64.0,1.079970e+22
2014.05.13_07:24:00_TAI,64.2,1.087625e+22
2014.05.13_07:36:00_TAI,64.4,1.094483e+22
2014.05.13_07:48:00_TAI,64.6,1.102353e+22
