true_time,time,unsigned_flux
2015.08.03_20:12:00_TAI,0.0,5.350960e+19
2015.08.03_20:24:00_TAI,0.2,6.813138e+19
2015.08.03_20:36:00_TAI,0.4,7.549907e+19
2015.08.03_20:48:00_TAI,0.6,9.149767e+19
2015.08.03_21:00:00_TAI,0.8,1.077217e+20
2015.08.03_21:12:00_TAI,1.0,1.273652e+20
2015.08.03_21:24:00_TAI,1.2,1.196083e+20
2015.08.03_21:36:00_TAI,1.4,1.377409e+20
2015.08.03_21:48:00_TAI,1.6,1.423445e+20
2015.08.03_22:00:00_TAI,1.8,1.390757e+20
2015.08.03_22:12:00_TAI,2.0,1.493363e+20
2015.08.03_22:24:00_TAI,2.2,1.515217e+20
2015.08.03_22:36:00_TAI,2.4,1.851527e+20
2015.08.03_22:48:00_TAI,2.6,2.071075e+20
2015.08.03_23:00:00_TAI,2.8,2.613530e+20
2015.08.03_23:12:00_TAI,3.0,2.965934e+20
2015.08.03_23:24:00_TAI,3.2,3.541929e+20
2015.08.03_23:36:00_TAI,3.4,3.668734e+20
2015.08.03_23:48:00_TAI,3.6,3.796529e+20
2015.08.04_00:00:00_TAI,3.8,3.929595e+20
2015.08.04_00:12:00_TAI,4.0,3.983832e+20
2015.08.04_00:24:00_TAI,4.2,4.340102e+20
2015.08.04_00:36:00_TAI,4.4,4.281416e+20
2015.08.04_00:48:00_TAI,4.6,4.327961e+20
2015.08.04_01:00:00_TAI,4.8,4.177646e+20
2015.08.04_01:12:00_TAI,5.0,4.350003e+20
2015.08.04_01:24:00_TAI,5.2,4.351160e+20
2015.08.04_01:36:00_TAI,5.4,4.183258e+20
2015.08.04_01:48:00_TAI,5.6,4.119028e+20
2015.08.04_02:00:00_TAI,5.8,4.276806e+20
2015.08.04_02:12:00_TAI,6.0,4.057640e+20
2015.08.04_02:24:00_TAI,6.2,3.984659e+20
2015.08.04_02:36:00_TAI,6.4,4.111336e+20
2015.08.04_02:48:00_TAI,6.6,3.939664e+20
2015.08.04_03:00:00_TAI,6.8,4.055415e+20
2015.08.04_03:12:00_TAI,7.0,4.281916e+20
2015.08.04_03:24:00_TAI,7.2,4.203704e+20
