true_time,time,unsigned_flux,free energy,potential inversion line flux,area
2015.05.16_05:12:00_TAI,30.0,1.284041e+22,2.689294e+22,0.000,158.012726
2015.05.16_05:24:00_TAI,30.2,1.277384e+22,2.650115e+22,0.000,155.102875
2015.05.16_05:36:00_TAI,30.4,1.272032e+22,2.651858e+22,0.000,157.149612
2015.05.16_05:48:00_TAI,30.6,1.262680e+22,2.585320e+22,0.000,156.227600
2015.05.16_06:24:00_TAI,31.2,1.263600e+22,2.550397e+22,0.000,158.686844
2015.05.16_06:36:00_TAI,31.4,1.261954e+22,2.553117e+22,0.000,159.818359
2015.05.16_06:48:00_TAI,31.6,1.265737e+22,2.565110e+22,0.000,159.455215
2015.05.16_07:00:00_TAI,31.8,1.278859e+22,2.555333e+22,0.000,159.315689
2015.05.16_07:12:00_TAI,32.0,1.278563e+22,2.532026e+22,0.000,160.235947
2015.05.16_07:24:00_TAI,32.2,1.292796e+22,2.588145e+22,0.000,159.374390
2015.05.16_07:36:00_TAI,32.4,1.308785e+22,2.646977e+22,0.000,161.439377
2015.05.16_07:48:00_TAI,32.6,1.318377e+22,2.678420e+22,0.000,160.990479
2015.05.16_08:00:00_TAI,32.8,1.331810e+22,2.709924e+22,0.000,159.583740
2015.05.16_08:12:00_TAI,33.0,1.341168e+22,2.753701e+22,0.000,163.577438
2015.05.16_08:24:00_TAI,33.2,1.345717e+22,2.825382e+22,0.000,160.774445
2015.05.16_08:36:00_TAI,33.4,1.339161e+22,2.804588e+22,0.000,162.164001
2015.05.16_08:48:00_TAI,33.6,1.332096e+22,2.822896e+22,0.000,157.485565
2015.05.16_09:00:00_TAI,33.8,1.341800e+22,2.906621e+22,0.000,160.304642
2015.05.16_09:12:00_TAI,34.0,1.348424e+22,2.976774e+22,0.000,157.778503
2015.05.16_09:24:00_TAI,34.2,1.352369e+22,3.020605e+22,0.000,163.652939
2015.05.16_09:36:00_TAI,34.4,1.345532e+22,3.022836e+22,0.000,163.427597
2015.05.16_09:48:00_TAI,34.6,1.342296e+22,3.009743e+22,0.000,161.206589
2015.05.16_10:00:00_TAI,34.8,1.322440e+22,2.995588e+22,0.000,162.009949
2015.05.16_10:12:00_TAI,35.0,1.329174e+22,3.025965e+22,0.000,160.765839
2015.05.16_10:24:00_TAI,35.2,1.314790e+22,3.046809e+22,0.000,157.544037
2015.05.16_10:36:00_TAI,35.4,1.317332e+22,3.095284e+22,0.000,158.488968
2015.05.16_10:48:00_TAI,35.6,1.312671e+22,3.051096e+22,0.000,155.545441
2015.05.16_11:00:00_TAI,35.8,1.301887e+22,3.063897e+22,0.000,153.185516
2015.05.16_11:12:00_TAI,36.0,1.293926e+22,3.083061e+22,0.000,150.423538
