time,unsigned_flux
0.0,6.530457e+19
0.2,8.825806e+19
0.4,2.454812e+20
0.6,2.622731e+20
0.8,2.702291e+20
1.0,2.520873e+20
1.2,2.393216e+20
1.4,2.281165e+20
1.6,2.390047e+20
1.8,2.185802e+20
2.0,2.185454e+20
2.2,2.17143e+20
2.4,2.238323e+20
2.6,2.442188e+20
2.8,2.264943e+20
3.0,2.443051e+20
3.2,2.747649e+20
3.4,2.429558e+20
3.6,2.511652e+20
3.8,3.958366e+20
4.0,4.209757e+20
4.2,4.428095e+20
4.4,4.085802e+20
4.6,3.765721e+20
4.8,3.404422e+20
5.0,3.282511e+20
5.2,4.031584e+20
5.4,4.219197e+20
5.6,4.346862e+20
5.8,5.806291e+20
6.0,7.478532e+20
6.2,8.584226e+20
6.4,9.550364e+20
6.6,1.068493e+21
6.8,1.112336e+21
7.0,1.174228e+21
7.2,1.226528e+21
7.4,1.322475e+21
7.6,1.368716e+21
7.8,1.427129e+21
8.0,1.415359e+21
8.2,1.440949e+21
8.4,1.520699e+21
8.6,1.571415e+21
8.8,1.577802e+21
9.0,1.585718e+21
9.2,1.615931e+21
9.4,1.657511e+21
9.6,1.687003e+21
9.8,1.677888e+21
10.0,1.710755e+21
10.2,1.701764e+21
10.4,1.723364e+21
10.6,1.771242e+21
10.8,1.749101e+21
11.0,1.704951e+21
11.2,1.722352e+21
11.4,1.734267e+21
11.6,1.810652e+21
11.8,1.835108e+21
12.0,1.871761e+21
12.2,1.943943e+21
12.4,2.04312e+21
12.6,2.065034e+21
12.8,2.123749e+21
13.0,2.204509e+21
13.2,2.220451e+21
13.4,2.239633e+21
13.6,2.233597e+21
13.8,2.238522e+21
14.0,2.269433e+21
14.2,2.271362e+21
14.4,2.258228e+21
14.6,2.262838e+21
14.8,2.227849e+21
15.0,2.240274e+21
15.2,2.239889e+21
15.4,2.209658e+21
15.6,2.210902e+21
15.8,2.276832e+21
16.0,2.256684e+21
16.2,2.256352e+21
16.4,2.260846e+21
16.6,2.348503e+21
16.8,2.368526e+21
17.0,2.433984e+21
17.2,2.490222e+21
17.4,2.552468e+21
17.6,2.52691e+21
17.8,2.584488e+21
18.0,2.629165e+21
18.2,2.552029e+21
18.4,2.617854e+21
18.6,2.577723e+21
18.8,2.610445e+21
19.0,2.635225e+21
19.2,2.690604e+21
19.4,2.701092e+21
19.6,2.737333e+21
19.8,2.682215e+21
20.0,2.725174e+21
20.2,2.807466e+21
20.4,2.744554e+21
20.6,2.804824e+21
