true_time,time,unsigned_flux,free energy,potential inversion line flux,area
2015.05.28_06:48:00_TAI,0.0,5.066277e+19,2.337353e+19,0.000,1.426297
2015.05.28_07:00:00_TAI,0.2,8.559146e+19,5.431343e+19,0.000,1.537887
2015.05.28_07:12:00_TAI,0.4,1.128636e+20,8.750035e+19,0.000,1.650500
2015.05.28_07:24:00_TAI,0.6,1.668874e+20,1.370639e+20,0.000,1.641992
2015.05.28_07:36:00_TAI,0.8,1.991391e+20,1.804385e+20,0.000,2.209800
2015.05.28_07:48:00_TAI,1.0,2.464868e+20,2.188197e+20,0.000,2.770197
2015.05.28_08:00:00_TAI,1.2,6.464655e+20,5.852032e+20,0.000,11.033931
2015.05.28_08:12:00_TAI,1.4,7.079182e+20,6.479423e+20,0.000,10.522178
2015.05.28_08:24:00_TAI,1.6,7.331561e+20,7.537340e+20,0.000,11.370386
2015.05.28_08:36:00_TAI,1.8,7.752596e+20,8.243484e+20,0.000,10.986045
2015.05.28_08:48:00_TAI,2.0,8.124080e+20,9.121479e+20,0.000,10.941859
2015.05.28_09:00:00_TAI,2.2,8.480763e+20,1.024126e+21,0.000,11.444914
2015.05.28_09:12:00_TAI,2.4,8.897763e+20,1.209134e+21,0.000,11.949521
2015.05.28_09:24:00_TAI,2.6,8.959917e+20,1.158289e+21,0.000,12.574543
2015.05.28_09:36:00_TAI,2.8,9.163578e+20,1.146799e+21,0.000,13.299710
2015.05.28_09:48:00_TAI,3.0,9.425602e+20,1.257461e+21,0.000,15.006014
2015.05.28_10:00:00_TAI,3.2,9.378836e+20,1.315069e+21,0.000,13.397610
2015.05.28_10:12:00_TAI,3.4,1.097770e+21,1.892118e+21,0.000,14.329382
2015.05.28_10:24:00_TAI,3.6,1.205381e+21,2.283381e+21,0.000,15.360807
2015.05.28_10:36:00_TAI,3.8,1.224656e+21,2.335785e+21,0.000,14.459599
2015.05.28_10:48:00_TAI,4.0,1.268324e+21,2.543232e+21,0.000,14.919241
2015.05.28_11:00:00_TAI,4.2,1.316945e+21,2.743676e+21,0.000,14.690168
2015.05.28_11:12:00_TAI,4.4,1.321991e+21,2.689132e+21,0.000,14.736670
2015.05.28_11:24:00_TAI,4.6,1.336211e+21,2.785067e+21,0.000,14.019481
2015.05.28_11:36:00_TAI,4.8,1.449323e+21,2.992964e+21,0.000,15.904145
2015.05.28_11:48:00_TAI,5.0,1.472840e+21,3.252021e+21,0.000,16.809874
2015.05.28_12:00:00_TAI,5.2,1.504166e+21,3.476327e+21,0.000,16.421511
2015.05.28_12:12:00_TAI,5.4,1.543610e+21,3.323419e+21,0.000,19.195438
2015.05.28_12:24:00_TAI,5.6,1.587703e+21,3.515096e+21,0.000,19.126022
2015.05.28_12:36:00_TAI,5.8,1.575495e+21,3.524545e+21,0.000,20.385984
2015.05.28_12:48:00_TAI,6.0,1.649266e+21,3.871725e+21,0.000,21.190262
2015.05.28_13:00:00_TAI,6.2,1.714002e+21,4.056571e+21,0.000,21.318382
2015.05.28_13:12:00_TAI,6.4,1.761951e+21,4.220368e+21,0.000,21.724604
2015.05.28_13:24:00_TAI,6.6,1.795480e+21,4.220751e+21,0.000,22.951744
2015.05.28_13:36:00_TAI,6.8,1.884530e+21,4.459428e+21,0.000,23.390436
2015.05.28_13:48:00_TAI,7.0,1.901103e+21,4.429724e+21,0.000,22.880117
2015.05.28_14:00:00_TAI,7.2,1.963783e+21,4.352833e+21,0.000,23.590660
2015.05.28_14:12:00_TAI,7.4,2.055333e+21,4.441719e+21,0.000,25.188835
2015.05.28_14:24:00_TAI,7.6,2.475650e+21,4.985051e+21,0.000,30.520361
2015.05.28_14:36:00_TAI,7.8,2.544512e+21,5.131020e+21,0.000,30.537621
2015.05.28_15:36:00_TAI,8.8,3.546296e+21,7.530633e+21,0.000,41.566269
2015.05.28_15:48:00_TAI,9.0,3.879249e+21,8.503161e+21,0.000,41.730167
2015.05.28_16:00:00_TAI,9.2,3.961609e+21,8.772310e+21,0.000,40.428539
2015.05.28_16:12:00_TAI,9.4,3.966922e+21,9.029309e+21,0.000,45.182186
2015.05.28_16:24:00_TAI,9.6,4.130912e+21,9.435222e+21,0.000,46.457237
2015.05.28_16:36:00_TAI,9.8,4.225927e+21,9.758346e+21,0.000,47.624638
2015.05.28_16:48:00_TAI,10.0,4.607307e+21,1.115215e+22,0.000,50.696911
2015.05.28_17:00:00_TAI,10.2,4.645116e+21,1.096768e+22,0.000,51.562462
2015.05.28_17:12:00_TAI,10.4,4.850072e+21,1.131622e+22,2.830,57.260014
2015.05.28_17:24:00_TAI,10.6,4.992791e+21,1.166560e+22,2.664,62.802631
2015.05.28_17:36:00_TAI,10.8,5.809541e+21,1.329688e+22,2.758,84.347176
2015.05.28_17:48:00_TAI,11.0,5.909439e+21,1.307714e+22,2.469,87.413025
2015.05.28_18:24:00_TAI,11.6,6.201501e+21,1.576504e+22,2.815,97.482468
2015.05.28_18:36:00_TAI,11.8,6.325964e+21,1.542488e+22,2.996,102.665909
2015.05.28_18:48:00_TAI,12.0,6.386560e+21,1.723803e+22,3.050,106.967133
2015.05.28_19:00:00_TAI,12.2,6.476108e+21,1.531684e+22,3.009,109.238899
2015.05.28_19:12:00_TAI,12.4,6.369183e+21,1.668512e+22,3.086,114.083839
2015.05.28_19:24:00_TAI,12.6,6.384815e+21,1.717147e+22,3.112,115.760254
2015.05.28_19:36:00_TAI,12.8,6.519536e+21,1.717364e+22,3.108,118.178909
2015.05.28_19:48:00_TAI,13.0,6.458976e+21,1.642201e+22,3.002,117.169273
2015.05.28_20:00:00_TAI,13.2,6.560077e+21,1.666313e+22,2.992,123.275185
2015.05.28_20:12:00_TAI,13.4,6.584769e+21,1.689231e+22,2.992,126.591583
2015.05.28_20:24:00_TAI,13.6,6.709041e+21,1.754168e+22,3.094,125.998680
2015.05.28_20:36:00_TAI,13.8,6.636004e+21,1.802892e+22,2.646,123.189049
2015.05.28_20:48:00_TAI,14.0,6.662142e+21,1.940128e+22,2.795,128.774200
2015.05.28_21:00:00_TAI,14.2,6.889527e+21,2.039363e+22,3.065,132.677170
2015.05.28_21:12:00_TAI,14.4,6.974828e+21,2.060989e+22,2.839,132.184250
2015.05.28_21:24:00_TAI,14.6,7.120950e+21,2.108174e+22,2.349,139.088364
2015.05.28_21:36:00_TAI,14.8,7.245454e+21,2.179152e+22,2.526,136.983047
2015.05.28_21:48:00_TAI,15.0,7.414668e+21,2.245853e+22,2.804,139.367294
2015.05.28_22:00:00_TAI,15.2,7.422402e+21,2.247748e+22,3.065,136.586594
2015.05.28_22:12:00_TAI,15.4,7.595420e+21,2.366656e+22,3.039,139.595322
2015.05.28_22:24:00_TAI,15.6,7.655196e+21,2.432254e+22,2.948,138.878204
2015.05.28_22:36:00_TAI,15.8,7.754660e+21,2.463573e+22,2.968,146.680939
2015.05.28_22:48:00_TAI,16.0,7.878141e+21,2.557399e+22,2.972,150.865982
2015.05.28_23:00:00_TAI,16.2,7.978407e+21,2.695871e+22,2.920,154.990143
2015.05.28_23:12:00_TAI,16.4,7.941505e+21,2.690398e+22,2.894,152.567825
2015.05.28_23:24:00_TAI,16.6,8.013489e+21,2.777420e+22,2.743,159.454849
2015.05.28_23:36:00_TAI,16.8,8.045177e+21,2.639460e+22,3.185,164.048141
2015.05.28_23:48:00_TAI,17.0,8.098625e+21,2.708233e+22,3.218,166.947006
2015.05.29_00:00:00_TAI,17.2,8.059996e+21,2.888593e+22,3.241,169.571411
2015.05.29_00:12:00_TAI,17.4,8.112502e+21,2.808076e+22,3.270,167.458633
2015.05.29_00:24:00_TAI,17.6,8.124323e+21,2.825799e+22,3.295,170.266830
2015.05.29_00:36:00_TAI,17.8,8.132493e+21,2.929244e+22,3.271,177.444794
2015.05.29_00:48:00_TAI,18.0,8.253218e+21,2.907964e+22,3.382,175.613632
2015.05.29_01:00:00_TAI,18.2,8.309534e+21,2.868603e+22,3.256,177.939880
2015.05.29_01:12:00_TAI,18.4,8.299016e+21,2.968137e+22,2.945,179.034225
2015.05.29_01:24:00_TAI,18.6,8.275108e+21,2.913770e+22,2.799,180.010605
2015.05.29_01:36:00_TAI,18.8,8.358222e+21,2.939747e+22,2.938,173.445770
2015.05.29_01:48:00_TAI,19.0,8.275700e+21,2.866850e+22,2.732,176.226135
2015.05.29_02:00:00_TAI,19.2,8.210098e+21,2.963479e+22,2.713,177.256439
2015.05.29_02:12:00_TAI,19.4,8.042291e+21,2.923047e+22,2.711,175.843826
2015.05.29_02:24:00_TAI,19.6,8.106515e+21,3.030432e+22,0.000,181.764984
2015.05.29_02:36:00_TAI,19.8,8.151726e+21,3.051336e+22,0.000,180.729889
2015.05.29_02:48:00_TAI,20.0,8.062711e+21,3.109687e+22,0.000,173.691391
2015.05.29_03:00:00_TAI,20.2,8.008567e+21,3.078305e+22,2.050,175.506775
2015.05.29_03:12:00_TAI,20.4,7.955288e+21,3.046737e+22,0.000,173.607666
2015.05.29_03:24:00_TAI,20.6,7.778945e+21,3.017824e+22,0.000,171.368362
2015.05.29_03:36:00_TAI,20.8,7.759429e+21,3.060327e+22,2.962,169.406281
2015.05.29_03:48:00_TAI,21.0,7.602216e+21,3.034115e+22,2.042,171.825363
2015.05.29_04:00:00_TAI,21.2,7.457543e+21,2.973857e+22,2.545,171.644882
2015.05.29_04:12:00_TAI,21.4,7.474307e+21,2.980924e+22,2.939,167.532639
2015.05.29_04:24:00_TAI,21.6,7.374951e+21,2.922640e+22,2.656,170.731125
2015.05.29_04:36:00_TAI,21.8,7.218818e+21,2.939729e+22,2.948,171.340393
2015.05.29_04:48:00_TAI,22.0,6.986435e+21,2.869102e+22,2.947,167.541626
2015.05.29_05:00:00_TAI,22.2,6.994801e+21,2.839745e+22,2.807,167.283371
2015.05.29_05:12:00_TAI,22.4,6.874337e+21,2.766210e+22,2.020,165.492630
2015.05.29_05:24:00_TAI,22.6,6.828085e+21,2.650703e+22,2.011,166.338058
2015.05.29_05:36:00_TAI,22.8,6.712555e+21,2.611455e+22,2.497,168.414856
2015.05.29_05:48:00_TAI,23.0,6.735495e+21,2.602617e+22,2.754,168.930573
2015.05.29_06:24:00_TAI,23.6,6.918840e+21,2.569033e+22,2.444,168.733200
2015.05.29_06:36:00_TAI,23.8,6.896354e+21,2.519594e+22,2.829,169.697266
2015.05.29_06:48:00_TAI,24.0,6.987741e+21,2.589126e+22,3.270,168.509491
2015.05.29_07:00:00_TAI,24.2,7.021181e+21,2.547766e+22,3.232,170.513397
2015.05.29_07:12:00_TAI,24.4,7.098402e+21,2.594738e+22,3.223,169.842880
2015.05.29_07:24:00_TAI,24.6,7.235246e+21,2.612429e+22,3.171,172.050018
2015.05.29_07:36:00_TAI,24.8,7.202178e+21,2.642075e+22,3.336,169.155350
2015.05.29_07:48:00_TAI,25.0,7.288115e+21,2.674637e+22,3.133,170.193161
2015.05.29_08:00:00_TAI,25.2,7.277894e+21,2.625149e+22,3.132,172.330322
2015.05.29_08:12:00_TAI,25.4,7.260123e+21,2.654031e+22,3.166,169.733414
2015.05.29_08:24:00_TAI,25.6,7.396933e+21,2.736314e+22,0.000,170.983200
2015.05.29_08:36:00_TAI,25.8,7.329733e+21,2.729793e+22,0.000,170.059158
2015.05.29_08:48:00_TAI,26.0,7.359303e+21,2.747121e+22,0.000,172.448547
2015.05.29_09:00:00_TAI,26.2,7.409076e+21,2.763979e+22,2.657,167.438004
2015.05.29_09:12:00_TAI,26.4,7.315298e+21,2.741664e+22,3.149,168.461853
2015.05.29_09:24:00_TAI,26.6,7.406349e+21,2.808669e+22,3.116,164.674469
2015.05.29_09:36:00_TAI,26.8,7.279812e+21,2.848436e+22,2.502,162.578934
2015.05.29_09:48:00_TAI,27.0,7.277116e+21,2.868113e+22,2.506,166.274902
2015.05.29_10:00:00_TAI,27.2,7.350344e+21,2.873371e+22,0.000,166.741547
2015.05.29_10:12:00_TAI,27.4,7.175106e+21,2.792291e+22,2.508,167.620865
2015.05.29_10:24:00_TAI,27.6,7.127902e+21,2.766155e+22,2.637,171.374634
2015.05.29_10:36:00_TAI,27.8,6.989359e+21,2.700642e+22,2.628,170.374069
2015.05.29_10:48:00_TAI,28.0,6.949031e+21,2.769793e+22,2.627,168.852127
2015.05.29_11:00:00_TAI,28.2,6.840235e+21,2.681226e+22,2.790,172.331940
2015.05.29_11:12:00_TAI,28.4,6.821885e+21,2.688986e+22,2.727,174.492310
2015.05.29_11:24:00_TAI,28.6,6.723502e+21,2.661901e+22,2.727,176.879135
2015.05.29_11:36:00_TAI,28.8,6.648405e+21,2.634569e+22,2.088,176.555374
2015.05.29_11:48:00_TAI,29.0,6.589758e+21,2.635064e+22,2.483,181.092346
2015.05.29_12:00:00_TAI,29.2,6.429725e+21,2.577757e+22,2.333,180.479507
2015.05.29_12:12:00_TAI,29.4,6.399179e+21,2.559053e+22,2.330,179.233688
2015.05.29_12:24:00_TAI,29.6,6.381071e+21,2.529838e+22,2.070,179.317902
2015.05.29_12:36:00_TAI,29.8,6.364710e+21,2.529353e+22,2.070,183.035248
2015.05.29_12:48:00_TAI,30.0,6.261612e+21,2.494434e+22,2.277,182.824753
2015.05.29_13:00:00_TAI,30.2,6.257925e+21,2.553198e+22,1.813,180.089890
2015.05.29_13:12:00_TAI,30.4,6.239526e+21,2.511104e+22,0.000,179.339584
2015.05.29_13:24:00_TAI,30.6,6.286435e+21,2.541013e+22,0.000,180.164322
2015.05.29_13:36:00_TAI,30.8,6.264407e+21,2.522332e+22,0.000,179.603989
2015.05.29_13:48:00_TAI,31.0,6.280032e+21,2.502277e+22,0.000,183.075333
2015.05.29_14:00:00_TAI,31.2,6.295757e+21,2.549741e+22,0.000,180.404404
2015.05.29_14:12:00_TAI,31.4,6.318090e+21,2.581104e+22,0.000,184.207947
2015.05.29_14:24:00_TAI,31.6,6.291435e+21,2.564598e+22,0.000,181.454681
2015.05.29_14:36:00_TAI,31.8,6.446344e+21,2.605795e+22,2.587,183.864105
2015.05.29_14:48:00_TAI,32.0,6.432273e+21,2.552232e+22,2.507,185.773727
2015.05.29_15:00:00_TAI,32.2,6.490752e+21,2.576344e+22,0.000,188.151688
2015.05.29_15:12:00_TAI,32.4,6.472939e+21,2.564233e+22,0.000,185.290192
2015.05.29_15:24:00_TAI,32.6,6.494512e+21,2.563817e+22,0.000,186.963425
2015.05.29_15:36:00_TAI,32.8,6.501445e+21,2.552889e+22,0.000,188.506180
2015.05.29_15:48:00_TAI,33.0,6.453143e+21,2.522826e+22,0.000,185.349915
2015.05.29_16:00:00_TAI,33.2,6.464306e+21,2.514888e+22,0.000,185.253754
2015.05.29_16:12:00_TAI,33.4,6.496538e+21,2.474683e+22,0.000,188.744614
2015.05.29_16:24:00_TAI,33.6,6.458825e+21,2.436347e+22,0.000,192.071671
2015.05.29_16:36:00_TAI,33.8,6.477011e+21,2.392631e+22,0.000,191.220352
2015.05.29_16:48:00_TAI,34.0,6.395366e+21,2.339736e+22,0.000,190.053452
2015.05.29_17:00:00_TAI,34.2,6.385299e+21,2.322333e+22,0.000,189.804245
2015.05.29_17:12:00_TAI,34.4,6.297325e+21,2.301179e+22,0.000,189.023376
2015.05.29_17:24:00_TAI,34.6,6.286123e+21,2.296051e+22,2.233,190.607605
2015.05.29_17:36:00_TAI,34.8,6.172527e+21,2.245647e+22,0.000,189.112930
2015.05.29_17:48:00_TAI,35.0,6.065779e+21,2.230057e+22,0.000,190.562347
2015.05.29_18:24:00_TAI,35.6,5.658513e+21,2.062039e+22,1.942,184.918457
2015.05.29_18:36:00_TAI,35.8,5.589353e+21,2.059525e+22,2.316,183.266571
2015.05.29_18:48:00_TAI,36.0,5.551769e+21,2.055882e+22,0.000,186.691406
2015.05.29_19:00:00_TAI,36.2,5.535427e+21,2.070506e+22,0.000,190.339798
2015.05.29_19:12:00_TAI,36.4,5.464413e+21,2.098442e+22,0.000,192.300659
2015.05.29_19:24:00_TAI,36.6,5.420900e+21,2.065064e+22,2.089,194.812164
2015.05.29_19:36:00_TAI,36.8,5.306615e+21,2.053992e+22,0.000,193.449310
2015.05.29_19:48:00_TAI,37.0,5.345912e+21,2.108668e+22,2.110,191.651794
2015.05.29_20:00:00_TAI,37.2,5.346601e+21,2.173530e+22,2.120,193.968414
2015.05.29_20:12:00_TAI,37.4,5.430880e+21,2.242596e+22,3.092,195.498291
2015.05.29_20:24:00_TAI,37.6,5.265423e+21,2.218841e+22,2.759,195.294403
2015.05.29_20:36:00_TAI,37.8,5.366519e+21,2.266484e+22,2.815,196.346848
2015.05.29_20:48:00_TAI,38.0,5.529298e+21,2.279584e+22,2.943,196.152115
2015.05.29_21:00:00_TAI,38.2,5.580839e+21,2.368006e+22,2.783,199.211639
2015.05.29_21:12:00_TAI,38.4,5.597634e+21,2.413173e+22,2.647,200.451538
2015.05.29_21:24:00_TAI,38.6,5.731179e+21,2.495649e+22,2.971,200.555359
2015.05.29_21:36:00_TAI,38.8,5.824866e+21,2.659138e+22,2.878,202.252365
2015.05.29_21:48:00_TAI,39.0,5.977229e+21,2.673037e+22,3.025,205.035721
2015.05.29_22:00:00_TAI,39.2,6.023542e+21,2.604853e+22,3.042,205.325333
2015.05.29_22:12:00_TAI,39.4,6.023694e+21,2.686127e+22,3.101,206.370987
2015.05.29_22:24:00_TAI,39.6,6.198896e+21,2.742897e+22,3.140,206.829529
2015.05.29_22:36:00_TAI,39.8,6.175653e+21,2.681849e+22,3.078,208.464890
2015.05.29_22:48:00_TAI,40.0,6.181822e+21,2.631354e+22,3.197,208.625793
2015.05.29_23:00:00_TAI,40.2,6.183689e+21,2.720825e+22,3.202,210.629028
2015.05.29_23:12:00_TAI,40.4,6.206277e+21,2.646467e+22,3.150,212.333115
2015.05.29_23:24:00_TAI,40.6,6.194682e+21,2.619354e+22,3.140,211.710083
2015.05.29_23:36:00_TAI,40.8,6.153446e+21,2.631194e+22,2.981,212.981308
2015.05.29_23:48:00_TAI,41.0,6.110826e+21,2.528127e+22,2.859,212.792694
2015.05.30_00:00:00_TAI,41.2,6.013228e+21,2.560376e+22,3.113,211.839447
2015.05.30_00:12:00_TAI,41.4,6.060722e+21,2.533999e+22,2.980,212.947647
2015.05.30_00:24:00_TAI,41.6,6.023491e+21,2.527865e+22,3.036,211.497391
2015.05.30_00:36:00_TAI,41.8,6.009133e+21,2.508228e+22,2.668,209.681900
2015.05.30_00:48:00_TAI,42.0,6.002184e+21,2.484213e+22,2.832,208.584244
2015.05.30_01:00:00_TAI,42.2,5.981108e+21,2.479389e+22,2.875,213.086334
2015.05.30_01:12:00_TAI,42.4,6.030090e+21,2.497544e+22,3.091,214.886826
2015.05.30_01:24:00_TAI,42.6,6.015783e+21,2.497787e+22,3.093,211.771790
2015.05.30_01:36:00_TAI,42.8,5.941216e+21,2.452338e+22,3.162,210.586899
2015.05.30_01:48:00_TAI,43.0,5.997328e+21,2.512991e+22,2.967,210.898819
2015.05.30_02:00:00_TAI,43.2,5.929637e+21,2.496171e+22,2.780,215.781311
2015.05.30_02:12:00_TAI,43.4,5.923139e+21,2.473682e+22,2.906,216.603424
2015.05.30_02:24:00_TAI,43.6,6.030976e+21,2.618345e+22,2.833,218.339417
2015.05.30_02:36:00_TAI,43.8,5.969694e+21,2.634172e+22,2.923,220.204315
2015.05.30_02:48:00_TAI,44.0,5.993822e+21,2.668025e+22,2.799,221.514755
