true_time,time,unsigned_flux
2016.04.29_15:36:00_TAI,0.0,7.160477e+20
2016.04.29_15:48:00_TAI,0.2,7.689678e+20
2016.04.29_16:00:00_TAI,0.4,8.255988e+20
2016.04.29_16:36:00_TAI,1.0,9.399413e+20
2016.04.29_17:00:00_TAI,1.4,9.246829e+20
2016.04.29_17:12:00_TAI,1.6,9.780774e+20
2016.04.29_17:24:00_TAI,1.8,9.513247e+20
2016.04.29_17:36:00_TAI,2.0,9.659529e+20
2016.04.29_17:48:00_TAI,2.2,1.036843e+21
2016.04.29_18:12:00_TAI,2.6,1.076690e+21
2016.04.29_18:24:00_TAI,2.8,1.097702e+21
2016.04.29_18:36:00_TAI,3.0,1.173645e+21
2016.04.29_18:48:00_TAI,3.2,1.214249e+21
2016.04.29_19:00:00_TAI,3.4,1.253562e+21
2016.04.29_19:12:00_TAI,3.6,1.269740e+21
2016.04.29_19:24:00_TAI,3.8,1.426413e+21
2016.04.29_19:36:00_TAI,4.0,1.515980e+21
2016.04.29_19:48:00_TAI,4.2,1.599598e+21
2016.04.29_20:00:00_TAI,4.4,1.734742e+21
2016.04.29_20:12:00_TAI,4.6,2.049177e+21
2016.04.29_20:24:00_TAI,4.8,2.116641e+21
2016.04.29_20:36:00_TAI,5.0,2.203968e+21
2016.04.29_20:48:00_TAI,5.2,2.310640e+21
2016.04.29_21:00:00_TAI,5.4,2.485071e+21
2016.04.29_21:12:00_TAI,5.6,2.543755e+21
2016.04.29_21:24:00_TAI,5.8,2.589406e+21
2016.04.29_21:36:00_TAI,6.0,2.609771e+21
2016.04.29_21:48:00_TAI,6.2,2.681505e+21
2016.04.29_22:00:00_TAI,6.4,2.646621e+21
2016.04.29_22:12:00_TAI,6.6,2.700346e+21
2016.04.29_22:24:00_TAI,6.8,2.830375e+21
2016.04.29_22:36:00_TAI,7.0,2.842993e+21
2016.04.29_22:48:00_TAI,7.2,2.860753e+21
2016.04.29_23:00:00_TAI,7.4,2.892284e+21
2016.04.29_23:12:00_TAI,7.6,2.863788e+21
2016.04.29_23:24:00_TAI,7.8,2.869259e+21
2016.04.29_23:36:00_TAI,8.0,2.867070e+21
2016.04.29_23:48:00_TAI,8.2,2.809563e+21
2016.04.30_00:00:00_TAI,8.4,2.860414e+21
2016.04.30_00:12:00_TAI,8.6,2.888430e+21
2016.04.30_00:24:00_TAI,8.8,2.895214e+21
2016.04.30_00:36:00_TAI,9.0,2.901929e+21
2016.04.30_00:48:00_TAI,9.2,2.876879e+21
2016.04.30_01:00:00_TAI,9.4,2.923562e+21
2016.04.30_01:12:00_TAI,9.6,2.892121e+21
2016.04.30_01:24:00_TAI,9.8,2.892998e+21
2016.04.30_01:36:00_TAI,10.0,2.878440e+21
2016.04.30_01:48:00_TAI,10.2,2.813613e+21
2016.04.30_02:00:00_TAI,10.4,2.828395e+21
2016.04.30_02:12:00_TAI,10.6,2.892772e+21
2016.04.30_02:24:00_TAI,10.8,2.920258e+21
2016.04.30_02:36:00_TAI,11.0,2.895198e+21
2016.04.30_02:48:00_TAI,11.2,2.824445e+21
2016.04.30_03:00:00_TAI,11.4,2.743329e+21
2016.04.30_03:12:00_TAI,11.6,2.682339e+21
2016.04.30_03:24:00_TAI,11.8,2.664677e+21
2016.04.30_03:36:00_TAI,12.0,2.672959e+21
2016.04.30_03:48:00_TAI,12.2,2.665170e+21
2016.04.30_04:00:00_TAI,12.4,2.678124e+21
2016.04.30_04:12:00_TAI,12.6,2.687965e+21
2016.04.30_04:24:00_TAI,12.8,2.781387e+21
2016.04.30_04:36:00_TAI,13.0,2.694803e+21
2016.04.30_04:48:00_TAI,13.2,2.716396e+21
2016.04.30_05:00:00_TAI,13.4,2.708074e+21
2016.04.30_05:12:00_TAI,13.6,2.728771e+21
2016.04.30_05:24:00_TAI,13.8,2.739114e+21
2016.04.30_05:36:00_TAI,14.0,2.622344e+21
2016.04.30_05:48:00_TAI,14.2,2.614076e+21
