true_time,time,unsigned_flux,free energy,potential inversion line flux,area
2013.07.14_00:48:00_TAI,10.2,1.031746e+21,1.404995e+21,2.209,13.822641
2013.07.14_01:00:00_TAI,10.4,1.029522e+21,1.398984e+21,2.217,14.662829
2013.07.14_01:12:00_TAI,10.6,1.034191e+21,1.400711e+21,0.000,14.684121
2013.07.14_01:24:00_TAI,10.8,1.018324e+21,1.368225e+21,0.000,14.741385
2013.07.14_01:36:00_TAI,11.0,1.042754e+21,1.402083e+21,0.000,15.259667
2013.07.14_01:48:00_TAI,11.2,1.057265e+21,1.431405e+21,2.237,13.822513
2013.07.14_02:00:00_TAI,11.4,1.068494e+21,1.462759e+21,2.243,15.009119
2013.07.14_02:12:00_TAI,11.6,1.063148e+21,1.476681e+21,2.211,16.009426
2013.07.14_02:24:00_TAI,11.8,1.074103e+21,1.469715e+21,2.218,15.930221
2013.07.14_02:36:00_TAI,12.0,1.091778e+21,1.493183e+21,0.000,16.732195
2013.07.14_02:48:00_TAI,12.2,1.101482e+21,1.471540e+21,2.051,17.097664
2013.07.14_03:00:00_TAI,12.4,1.134052e+21,1.532528e+21,2.440,19.110725
2013.07.14_03:12:00_TAI,12.6,1.129963e+21,1.586265e+21,0.000,18.376657
2013.07.14_03:24:00_TAI,12.8,1.112537e+21,1.582638e+21,0.000,21.175650
2013.07.14_03:36:00_TAI,13.0,1.125449e+21,1.629635e+21,2.226,20.192623
2013.07.14_03:48:00_TAI,13.2,1.108894e+21,1.568959e+21,2.231,19.860619
2013.07.14_04:00:00_TAI,13.4,1.132452e+21,1.684020e+21,2.173,19.385794
2013.07.14_04:12:00_TAI,13.6,1.352000e+21,1.806002e+21,2.210,28.299788
2013.07.14_04:24:00_TAI,13.8,1.605892e+21,2.091942e+21,0.000,36.435982
2013.07.14_04:36:00_TAI,14.0,1.881771e+21,2.278082e+21,2.503,43.633163
2013.07.14_04:48:00_TAI,14.2,1.971395e+21,2.350435e+21,0.000,47.441799
2013.07.14_05:00:00_TAI,14.4,2.018604e+21,2.524945e+21,0.000,47.855175
2013.07.14_05:12:00_TAI,14.6,2.295504e+21,2.781616e+21,0.000,49.568489
2013.07.14_05:24:00_TAI,14.8,2.648289e+21,3.270393e+21,2.206,54.695221
2013.07.14_05:36:00_TAI,15.0,2.629058e+21,3.016630e+21,0.000,53.779263
2013.07.14_05:48:00_TAI,15.2,2.709203e+21,3.040008e+21,0.000,56.469971
2013.07.14_06:24:00_TAI,15.8,2.675220e+21,2.844310e+21,2.140,54.555817
2013.07.14_06:36:00_TAI,16.0,3.127518e+21,3.497233e+21,0.000,60.758820
2013.07.14_06:48:00_TAI,16.2,3.350881e+21,3.720493e+21,0.000,64.546463
2013.07.14_07:00:00_TAI,16.4,3.984963e+21,4.964439e+21,0.000,74.038483
2013.07.14_07:12:00_TAI,16.6,4.114609e+21,5.154442e+21,0.000,76.725479
2013.07.14_07:24:00_TAI,16.8,4.207947e+21,5.325638e+21,0.000,76.477570
2013.07.14_07:36:00_TAI,17.0,4.973236e+21,6.560144e+21,0.000,93.356865
2013.07.14_07:48:00_TAI,17.2,4.899880e+21,6.347279e+21,0.000,87.347679
2013.07.14_08:00:00_TAI,17.4,5.100064e+21,6.491029e+21,0.000,89.142418
2013.07.14_08:12:00_TAI,17.6,5.239304e+21,6.675314e+21,0.000,86.111954
2013.07.14_08:24:00_TAI,17.8,5.341240e+21,7.021982e+21,0.000,88.025452
2013.07.14_08:36:00_TAI,18.0,5.445199e+21,7.421292e+21,0.000,91.916115
2013.07.14_08:48:00_TAI,18.2,5.476419e+21,7.590774e+21,0.000,93.693649
2013.07.14_09:00:00_TAI,18.4,5.641844e+21,7.984856e+21,0.000,94.554680
2013.07.14_09:12:00_TAI,18.6,5.741093e+21,8.309716e+21,0.000,97.517685
2013.07.14_09:24:00_TAI,18.8,5.825562e+21,8.556405e+21,0.000,98.183273
2013.07.14_09:36:00_TAI,19.0,5.807032e+21,8.691300e+21,0.000,101.954971
2013.07.14_09:48:00_TAI,19.2,5.974268e+21,9.186188e+21,0.000,107.609879
2013.07.14_10:00:00_TAI,19.4,6.277125e+21,1.000036e+22,0.000,110.006920
2013.07.14_10:12:00_TAI,19.6,6.332066e+21,1.063747e+22,0.000,103.433426
2013.07.14_10:24:00_TAI,19.8,6.274464e+21,1.074006e+22,0.000,105.603325
2013.07.14_10:36:00_TAI,20.0,6.361803e+21,1.121160e+22,0.000,111.293221
2013.07.14_10:48:00_TAI,20.2,6.317998e+21,1.142015e+22,0.000,116.535378
2013.07.14_11:00:00_TAI,20.4,6.419361e+21,1.177831e+22,0.000,116.010475
2013.07.14_11:12:00_TAI,20.6,6.367883e+21,1.176099e+22,0.000,118.920395
2013.07.14_11:24:00_TAI,20.8,6.187156e+21,1.126306e+22,0.000,116.598457
2013.07.14_11:36:00_TAI,21.0,6.341141e+21,1.157175e+22,0.000,124.360603
2013.07.14_11:48:00_TAI,21.2,6.527586e+21,1.225299e+22,0.000,130.808380
2013.07.14_12:00:00_TAI,21.4,6.470872e+21,1.219897e+22,0.000,130.841583
2013.07.14_12:12:00_TAI,21.6,6.613457e+21,1.232947e+22,0.000,132.555038
2013.07.14_12:24:00_TAI,21.8,6.581083e+21,1.241455e+22,0.000,129.748535
2013.07.14_12:36:00_TAI,22.0,6.646287e+21,1.267461e+22,0.000,123.264160
2013.07.14_12:48:00_TAI,22.2,6.611872e+21,1.254945e+22,0.000,124.738083
2013.07.14_13:00:00_TAI,22.4,6.543134e+21,1.235088e+22,0.000,131.127411
2013.07.14_13:12:00_TAI,22.6,6.514002e+21,1.238982e+22,0.000,133.465607
2013.07.14_13:24:00_TAI,22.8,6.588389e+21,1.233015e+22,0.000,134.360977
2013.07.14_13:36:00_TAI,23.0,6.641237e+21,1.246156e+22,0.000,128.603394
2013.07.14_13:48:00_TAI,23.2,6.688921e+21,1.260730e+22,0.000,132.838272
2013.07.14_14:00:00_TAI,23.4,6.624355e+21,1.250666e+22,0.000,132.978790
2013.07.14_14:12:00_TAI,23.6,6.694743e+21,1.285499e+22,0.000,134.844284
2013.07.14_14:24:00_TAI,23.8,6.686798e+21,1.298098e+22,0.000,131.842758
2013.07.14_14:36:00_TAI,24.0,6.793004e+21,1.306660e+22,0.000,134.324432
2013.07.14_14:48:00_TAI,24.2,6.761746e+21,1.326872e+22,0.000,140.289093
2013.07.14_15:00:00_TAI,24.4,6.669069e+21,1.343851e+22,0.000,138.233322
2013.07.14_15:12:00_TAI,24.6,6.806671e+21,1.354942e+22,0.000,133.946655
2013.07.14_15:24:00_TAI,24.8,6.879293e+21,1.409631e+22,0.000,132.013397
2013.07.14_15:36:00_TAI,25.0,6.898982e+21,1.459771e+22,0.000,132.628845
2013.07.14_15:48:00_TAI,25.2,6.926794e+21,1.445559e+22,0.000,133.896317
2013.07.14_16:00:00_TAI,25.4,7.356922e+21,1.524495e+22,0.000,141.107300
2013.07.14_16:12:00_TAI,25.6,7.600654e+21,1.579717e+22,0.000,145.966949
2013.07.14_16:24:00_TAI,25.8,7.829572e+21,1.651437e+22,0.000,148.461517
2013.07.14_16:36:00_TAI,26.0,8.163295e+21,1.721025e+22,0.000,152.437332
2013.07.14_16:48:00_TAI,26.2,8.307264e+21,1.761126e+22,0.000,150.566254
2013.07.14_17:00:00_TAI,26.4,8.468981e+21,1.782838e+22,0.000,152.269363
2013.07.14_17:12:00_TAI,26.6,8.606163e+21,1.785081e+22,0.000,149.111694
2013.07.14_17:24:00_TAI,26.8,8.735849e+21,1.818007e+22,0.000,148.556000
2013.07.14_17:36:00_TAI,27.0,8.811062e+21,1.788706e+22,0.000,146.609711
2013.07.14_17:48:00_TAI,27.2,8.938061e+21,1.793054e+22,0.000,149.458038
2013.07.14_18:24:00_TAI,27.8,9.138713e+21,1.717802e+22,0.000,157.233719
2013.07.14_18:36:00_TAI,28.0,9.079257e+21,1.668241e+22,0.000,158.659683
2013.07.14_18:48:00_TAI,28.2,8.971376e+21,1.645539e+22,0.000,157.264465
2013.07.14_19:00:00_TAI,28.4,8.859802e+21,1.591892e+22,0.000,159.954803
2013.07.14_19:12:00_TAI,28.6,8.819990e+21,1.574117e+22,0.000,163.907089
2013.07.14_19:24:00_TAI,28.8,8.695670e+21,1.550825e+22,0.000,163.923965
2013.07.14_19:36:00_TAI,29.0,8.740089e+21,1.586066e+22,0.000,170.215256
2013.07.14_19:48:00_TAI,29.2,8.684101e+21,1.584386e+22,0.000,171.408844
2013.07.14_20:00:00_TAI,29.4,8.470856e+21,1.575879e+22,0.000,172.398865
2013.07.14_20:12:00_TAI,29.6,8.332250e+21,1.585516e+22,0.000,172.148468
2013.07.14_20:24:00_TAI,29.8,8.163926e+21,1.565976e+22,0.000,168.899628
2013.07.14_20:36:00_TAI,30.0,8.124164e+21,1.596698e+22,0.000,171.396683
2013.07.14_20:48:00_TAI,30.2,7.987197e+21,1.598284e+22,0.000,166.746582
2013.07.14_21:00:00_TAI,30.4,7.892092e+21,1.632323e+22,0.000,167.197327
2013.07.14_21:12:00_TAI,30.6,7.939849e+21,1.662835e+22,0.000,168.548737
2013.07.14_21:24:00_TAI,30.8,8.063139e+21,1.751136e+22,0.000,168.672226
2013.07.14_21:36:00_TAI,31.0,8.175236e+21,1.806427e+22,0.000,168.439728
2013.07.14_21:48:00_TAI,31.2,8.325077e+21,1.890836e+22,0.000,170.218338
2013.07.14_22:00:00_TAI,31.4,8.464910e+21,1.924620e+22,0.000,175.736969
2013.07.14_22:12:00_TAI,31.6,8.629838e+21,1.971325e+22,0.000,177.481888
2013.07.14_22:24:00_TAI,31.8,9.165688e+21,2.096663e+22,0.000,186.123764
2013.07.14_22:36:00_TAI,32.0,9.320060e+21,2.150334e+22,0.000,188.418259
2013.07.14_22:48:00_TAI,32.2,9.717108e+21,2.230761e+22,0.000,190.203140
2013.07.14_23:00:00_TAI,32.4,1.009458e+22,2.304771e+22,0.000,199.205582
2013.07.14_23:12:00_TAI,32.6,1.036903e+22,2.366314e+22,0.000,203.001343
2013.07.14_23:24:00_TAI,32.8,1.081107e+22,2.437251e+22,0.000,207.996979
2013.07.14_23:36:00_TAI,33.0,1.082562e+22,2.408141e+22,0.000,210.255508
2013.07.14_23:48:00_TAI,33.2,1.107458e+22,2.458231e+22,0.000,210.639267
2013.07.15_00:00:00_TAI,33.4,1.126208e+22,2.467489e+22,0.000,214.681030
2013.07.15_00:12:00_TAI,33.6,1.138666e+22,2.485470e+22,0.000,212.501541
2013.07.15_00:24:00_TAI,33.8,1.126863e+22,2.462266e+22,0.000,215.298828
2013.07.15_00:36:00_TAI,34.0,1.164255e+22,2.535113e+22,0.000,219.759781
2013.07.15_00:48:00_TAI,34.2,1.164170e+22,2.499189e+22,0.000,222.899017
2013.07.15_01:00:00_TAI,34.4,1.167585e+22,2.513324e+22,0.000,221.477600
2013.07.15_01:12:00_TAI,34.6,1.169270e+22,2.536659e+22,0.000,225.989258
2013.07.15_01:24:00_TAI,34.8,1.170325e+22,2.575543e+22,0.000,228.141541
2013.07.15_01:36:00_TAI,35.0,1.168015e+22,2.562444e+22,0.000,230.012939
2013.07.15_01:48:00_TAI,35.2,1.172686e+22,2.613244e+22,0.000,235.009903
2013.07.15_02:00:00_TAI,35.4,1.419144e+22,4.039403e+22,0.000,237.755142
2013.07.15_02:24:00_TAI,35.8,1.183795e+22,2.636509e+22,0.000,241.441147
2013.07.15_02:36:00_TAI,36.0,1.174040e+22,2.630514e+22,0.000,245.704529
2013.07.15_02:48:00_TAI,36.2,1.195384e+22,2.742392e+22,0.000,246.174957
2013.07.15_03:00:00_TAI,36.4,1.191556e+22,2.783981e+22,0.000,249.424805
2013.07.15_03:12:00_TAI,36.6,1.189010e+22,2.823425e+22,0.000,248.575668
2013.07.15_03:24:00_TAI,36.8,1.184634e+22,2.808942e+22,0.000,248.987457
2013.07.15_03:36:00_TAI,37.0,1.172086e+22,2.802932e+22,0.000,255.571426
2013.07.15_03:48:00_TAI,37.2,1.182096e+22,2.895527e+22,0.000,257.726044
2013.07.15_04:00:00_TAI,37.4,1.184703e+22,2.979466e+22,0.000,261.771790
2013.07.15_04:12:00_TAI,37.6,1.167573e+22,2.947301e+22,0.000,262.212280
2013.07.15_04:24:00_TAI,37.8,1.167960e+22,2.990157e+22,0.000,265.978271
2013.07.15_04:36:00_TAI,38.0,1.153292e+22,3.042637e+22,0.000,270.591858
2013.07.15_04:48:00_TAI,38.2,1.144015e+22,3.059948e+22,0.000,278.154175
2013.07.15_05:00:00_TAI,38.4,1.155784e+22,3.088674e+22,0.000,293.636536
2013.07.15_05:12:00_TAI,38.6,1.149319e+22,3.114380e+22,0.000,286.281830
2013.07.15_05:24:00_TAI,38.8,1.123813e+22,3.029542e+22,0.000,289.581207
2013.07.15_05:36:00_TAI,39.0,1.111937e+22,2.974107e+22,0.000,293.787354
2013.07.15_05:48:00_TAI,39.2,1.103422e+22,2.903130e+22,0.000,293.615387
2013.07.15_06:24:00_TAI,39.8,1.077899e+22,2.746102e+22,0.000,298.775757
2013.07.15_06:36:00_TAI,40.0,1.081789e+22,2.735624e+22,0.000,297.159668
2013.07.15_06:48:00_TAI,40.2,1.093210e+22,2.721315e+22,0.000,293.483856
2013.07.15_07:00:00_TAI,40.4,1.104605e+22,2.752436e+22,0.000,292.662201
2013.07.15_07:12:00_TAI,40.6,1.112858e+22,2.717883e+22,0.000,292.154968
2013.07.15_07:24:00_TAI,40.8,1.119415e+22,2.662649e+22,0.000,296.151306
2013.07.15_07:36:00_TAI,41.0,1.147924e+22,2.700029e+22,0.000,299.346832
2013.07.15_07:48:00_TAI,41.2,1.164177e+22,2.787309e+22,0.000,296.478333
2013.07.15_08:00:00_TAI,41.4,1.162348e+22,2.782024e+22,0.000,298.246063
2013.07.15_08:12:00_TAI,41.6,1.191593e+22,2.802564e+22,0.000,299.427917
2013.07.15_08:24:00_TAI,41.8,1.198911e+22,2.821615e+22,0.000,296.276367
2013.07.15_08:36:00_TAI,42.0,1.226189e+22,2.913435e+22,0.000,298.553894
2013.07.15_08:48:00_TAI,42.2,1.253444e+22,3.019727e+22,0.000,301.264709
2013.07.15_09:00:00_TAI,42.4,1.262218e+22,3.074805e+22,0.000,301.376465
2013.07.15_09:12:00_TAI,42.6,1.273443e+22,3.225081e+22,2.366,308.101685
2013.07.15_09:24:00_TAI,42.8,1.285909e+22,3.287349e+22,2.389,313.859558
2013.07.15_09:36:00_TAI,43.0,1.284281e+22,3.344691e+22,2.133,315.655609
2013.07.15_09:48:00_TAI,43.2,1.279475e+22,3.424722e+22,2.465,309.441589
2013.07.15_10:00:00_TAI,43.4,1.272726e+22,3.500441e+22,2.490,315.501282
2013.07.15_10:12:00_TAI,43.6,1.276096e+22,3.615132e+22,2.171,318.936920
2013.07.15_10:24:00_TAI,43.8,1.269534e+22,3.663119e+22,2.500,317.410431
2013.07.15_10:36:00_TAI,44.0,1.269055e+22,3.841445e+22,3.054,337.472717
2013.07.15_10:48:00_TAI,44.2,1.296744e+22,4.116058e+22,2.926,346.476868
2013.07.15_11:00:00_TAI,44.4,1.285132e+22,4.110848e+22,3.109,348.990143
2013.07.15_11:12:00_TAI,44.6,1.263421e+22,4.051250e+22,3.002,352.296021
2013.07.15_11:24:00_TAI,44.8,1.253074e+22,4.093281e+22,3.150,355.635223
2013.07.15_11:36:00_TAI,45.0,1.221496e+22,3.913005e+22,3.004,356.046783
2013.07.15_11:48:00_TAI,45.2,1.190891e+22,3.826136e+22,2.962,354.717102
2013.07.15_12:00:00_TAI,45.4,1.168284e+22,3.734341e+22,2.495,352.624786
2013.07.15_12:12:00_TAI,45.6,1.172266e+22,3.763225e+22,2.901,351.235657
2013.07.15_12:24:00_TAI,45.8,1.157174e+22,3.701764e+22,2.735,349.973206
2013.07.15_12:36:00_TAI,46.0,1.151056e+22,3.723671e+22,2.684,356.261139
2013.07.15_12:48:00_TAI,46.2,1.148877e+22,3.712858e+22,2.819,353.319122
2013.07.15_13:00:00_TAI,46.4,1.138250e+22,3.690401e+22,2.976,359.835358
2013.07.15_13:12:00_TAI,46.6,1.153633e+22,3.737709e+22,2.828,356.197296
2013.07.15_13:24:00_TAI,46.8,1.141221e+22,3.729486e+22,2.989,350.997131
2013.07.15_13:36:00_TAI,47.0,1.124623e+22,3.712656e+22,2.929,348.513489
2013.07.15_13:48:00_TAI,47.2,1.127022e+22,3.731834e+22,2.868,351.083069
2013.07.15_14:00:00_TAI,47.4,1.115704e+22,3.709383e+22,2.636,355.233063
2013.07.15_14:12:00_TAI,47.6,1.111159e+22,3.670973e+22,2.518,358.879395
2013.07.15_14:24:00_TAI,47.8,1.117941e+22,3.686687e+22,2.341,351.784760
2013.07.15_14:36:00_TAI,48.0,1.115383e+22,3.637534e+22,2.139,355.771454
2013.07.15_14:48:00_TAI,48.2,1.121744e+22,3.677442e+22,2.487,360.933380
2013.07.15_15:24:00_TAI,48.8,1.137249e+22,3.804294e+22,2.158,359.687988
2013.07.15_15:36:00_TAI,49.0,1.159691e+22,3.876241e+22,2.267,364.412964
2013.07.15_15:48:00_TAI,49.2,1.174053e+22,3.940070e+22,2.440,365.893402
2013.07.15_16:00:00_TAI,49.4,1.195514e+22,4.042051e+22,2.434,364.660919
2013.07.15_16:12:00_TAI,49.6,1.217615e+22,4.151233e+22,2.609,368.843872
2013.07.15_16:24:00_TAI,49.8,1.242280e+22,4.228207e+22,2.702,375.781677
2013.07.15_16:36:00_TAI,50.0,1.268292e+22,4.216302e+22,2.971,372.290741
2013.07.15_16:48:00_TAI,50.2,1.280073e+22,4.194009e+22,2.508,370.014069
2013.07.15_17:00:00_TAI,50.4,1.299412e+22,4.203922e+22,2.751,369.339447
2013.07.15_17:12:00_TAI,50.6,1.298924e+22,4.146880e+22,0.000,376.265442
2013.07.15_17:24:00_TAI,50.8,1.307007e+22,4.115589e+22,0.000,376.222198
2013.07.15_17:36:00_TAI,51.0,1.306808e+22,4.052383e+22,0.000,377.447235
2013.07.15_17:48:00_TAI,51.2,1.291165e+22,3.877124e+22,2.538,378.759338
2013.07.15_18:24:00_TAI,51.8,1.256967e+22,3.629694e+22,2.555,380.241089
2013.07.15_18:36:00_TAI,52.0,1.238410e+22,3.581637e+22,1.937,384.919189
2013.07.15_18:48:00_TAI,52.2,1.242114e+22,3.585497e+22,2.780,368.281952
2013.07.15_19:00:00_TAI,52.4,1.221634e+22,3.564745e+22,0.000,380.531067
2013.07.15_19:12:00_TAI,52.6,1.210879e+22,3.586496e+22,0.000,372.083435
2013.07.15_19:24:00_TAI,52.8,1.175302e+22,3.485846e+22,2.414,391.830688
2013.07.15_19:36:00_TAI,53.0,1.169418e+22,3.503732e+22,0.000,387.519867
2013.07.15_19:48:00_TAI,53.2,1.135477e+22,3.464003e+22,0.000,387.925720
2013.07.15_20:00:00_TAI,53.4,1.142731e+22,3.506733e+22,0.000,390.997833
2013.07.15_20:12:00_TAI,53.6,1.130330e+22,3.534782e+22,0.000,397.632080
2013.07.15_20:24:00_TAI,53.8,1.121844e+22,3.559911e+22,2.392,396.911835
2013.07.15_20:36:00_TAI,54.0,1.103090e+22,3.580672e+22,2.395,398.099152
2013.07.15_20:48:00_TAI,54.2,1.094398e+22,3.575949e+22,2.227,396.294281
2013.07.15_21:00:00_TAI,54.4,1.090863e+22,3.584726e+22,2.396,401.698975
2013.07.15_21:12:00_TAI,54.6,1.107222e+22,3.700777e+22,2.184,401.424225
2013.07.15_21:24:00_TAI,54.8,1.100418e+22,3.727303e+22,0.000,401.099976
2013.07.15_21:36:00_TAI,55.0,1.099012e+22,3.745034e+22,0.000,402.280304
2013.07.15_21:48:00_TAI,55.2,1.110369e+22,3.794897e+22,0.000,405.178192
2013.07.15_22:00:00_TAI,55.4,1.118523e+22,3.801626e+22,0.000,407.364563
2013.07.15_22:12:00_TAI,55.6,1.154737e+22,3.937921e+22,0.000,406.586273
2013.07.15_22:24:00_TAI,55.8,1.176430e+22,4.020349e+22,2.237,409.050232
2013.07.15_22:36:00_TAI,56.0,1.195928e+22,4.046267e+22,0.000,414.521271
2013.07.15_22:48:00_TAI,56.2,1.212426e+22,4.032363e+22,0.000,421.371643
2013.07.15_23:00:00_TAI,56.4,1.225075e+22,4.039056e+22,0.000,421.528229
2013.07.15_23:12:00_TAI,56.6,1.224374e+22,3.983030e+22,0.000,419.865692
2013.07.15_23:24:00_TAI,56.8,1.234033e+22,3.937673e+22,0.000,427.433411
