time,unsigned_flux
0.0,0.0
0.2,3.794651e+20
0.4,5.311732e+20
0.6,7.839787e+20
0.8,8.578782e+20
1.0,1.158747e+21
1.2,1.307227e+21
1.4,1.50532e+21
1.6,1.739257e+21
1.8,1.863674e+21
2.0,2.025779e+21
2.2,2.154387e+21
2.4,2.40273e+21
2.6,2.637929e+21
2.8,2.665405e+21
3.0,2.804026e+21
3.2,3.029006e+21
3.4,3.107636e+21
3.6,3.206161e+21
3.8,3.32854e+21
4.0,3.471508e+21
4.2,3.662104e+21
4.4,3.839439e+21
4.6,4.174065e+21
4.8,4.450978e+21
5.0,5.053038e+21
5.2,5.253132e+21
5.4,5.546478e+21
5.6,5.861804e+21
5.8,5.770977e+21
6.0,6.418896e+21
6.2,6.533853e+21
6.4,6.780304e+21
6.6,6.908643e+21
6.8,7.065303e+21
7.0,7.130229e+21
7.2,7.02448e+21
7.4,7.261276e+21
7.6,7.365933e+21
7.8,7.309745e+21
8.0,7.227772e+21
8.2,7.315693e+21
8.4,7.465322e+21
8.6,7.477079e+21
8.8,7.727618e+21
9.0,7.786867e+21
9.2,8.326595e+21
9.4,8.468152e+21
9.6,8.747476e+21
9.8,8.892671e+21
10.0,9.246931e+21
10.2,9.518209e+21
10.4,1.002346e+22
10.6,1.051146e+22
10.8,1.08122e+22
11.0,1.141416e+22
11.2,1.180224e+22
11.4,1.223733e+22
11.6,1.249571e+22
11.8,1.330682e+22
12.0,1.397821e+22
12.2,1.446298e+22
12.4,1.48948e+22
12.6,1.529898e+22
12.8,1.583807e+22
13.0,1.628869e+22
13.2,1.666144e+22
13.4,1.672819e+22
13.6,1.741189e+22
13.8,1.756375e+22
14.0,1.822578e+22
14.2,1.865349e+22
14.4,1.889657e+22
14.6,1.894336e+22
14.8,1.9358e+22
15.0,1.958594e+22
15.2,1.929933e+22
15.4,1.946349e+22
15.6,1.957762e+22
15.8,1.976891e+22
16.0,1.984948e+22
16.2,2.005373e+22
16.4,1.957652e+22
16.6,1.977293e+22
16.8,1.997774e+22
17.0,2.00859e+22
17.2,2.035266e+22
17.4,2.013443e+22
17.6,2.019742e+22
17.8,2.066807e+22
18.0,2.090243e+22
18.2,2.083597e+22
18.4,2.110125e+22
18.6,2.099908e+22
18.8,2.133683e+22
19.0,2.120735e+22
19.2,2.143997e+22
19.4,2.16415e+22
19.6,2.191073e+22
19.8,2.247076e+22
20.0,2.22999e+22
20.2,2.222115e+22
20.4,2.205551e+22
20.6,2.248124e+22
20.8,2.230901e+22
21.0,2.24834e+22
21.2,2.195659e+22
21.4,2.199671e+22
21.6,2.184116e+22
21.8,2.179881e+22
22.0,2.181692e+22
22.2,2.171573e+22
22.4,2.107752e+22
22.6,2.129759e+22
22.8,2.092753e+22
23.0,2.084372e+22
23.2,2.044477e+22
23.4,2.09204e+22
23.6,2.048916e+22
23.8,2.055199e+22
24.0,2.086659e+22
24.2,2.075868e+22
24.4,2.068799e+22
24.6,2.120662e+22
24.8,2.151007e+22
25.0,2.156561e+22
25.2,2.185251e+22
25.4,2.193395e+22
25.6,2.235973e+22
25.8,2.259088e+22
26.0,2.248552e+22
26.2,2.267945e+22
26.4,2.290365e+22
26.6,2.304381e+22
26.8,2.32971e+22
27.0,2.341578e+22
27.2,2.326976e+22
27.4,2.326787e+22
27.6,2.363091e+22
27.8,2.376026e+22
28.0,2.372016e+22
28.2,2.389544e+22
28.4,2.370996e+22
28.6,2.370913e+22
28.8,2.343642e+22
29.0,2.36397e+22
29.2,2.361505e+22
29.4,2.359147e+22
29.6,2.336083e+22
29.8,2.326554e+22
30.0,2.303036e+22
30.2,2.284969e+22
30.4,2.320967e+22
30.6,2.290366e+22
30.8,2.304381e+22
31.0,2.280413e+22
31.2,2.238183e+22
31.4,2.222288e+22
31.6,2.231055e+22
31.8,2.213244e+22
32.0,2.175772e+22
32.2,2.167554e+22
32.4,2.15382e+22
32.6,2.1355e+22
32.8,2.150102e+22
33.0,2.156394e+22
33.2,2.144979e+22
33.4,2.144004e+22
33.6,2.171182e+22
33.8,2.165896e+22
34.0,2.173885e+22
34.2,2.172194e+22
34.4,2.198169e+22
34.6,2.180838e+22
34.8,2.205348e+22
35.0,2.229558e+22
35.2,2.234564e+22
35.4,2.243729e+22
35.6,2.24358e+22
35.8,2.242772e+22
36.0,2.24827e+22
36.2,2.248456e+22
36.4,2.233515e+22
36.6,2.221274e+22
36.8,2.222977e+22
37.0,2.209437e+22
37.2,2.205192e+22
37.4,2.197221e+22
37.6,2.190713e+22
37.8,2.174012e+22
38.0,2.177445e+22
38.2,2.165078e+22
38.4,2.160109e+22
38.6,2.155165e+22
38.8,2.149186e+22
39.0,2.129643e+22
39.2,2.115004e+22
39.4,2.127461e+22
39.6,2.104516e+22
39.8,2.095247e+22
40.0,2.103072e+22
40.2,2.101499e+22
40.4,2.094285e+22
40.6,2.111224e+22
40.8,2.093622e+22
41.0,2.080862e+22
41.2,2.091624e+22
41.4,2.082662e+22
41.6,2.109339e+22
41.8,2.116983e+22
42.0,2.151075e+22
42.2,2.175471e+22
42.4,2.174644e+22
42.6,2.207906e+22
42.8,2.217916e+22
43.0,2.242985e+22
43.2,2.254663e+22
43.4,2.257935e+22
43.6,2.25984e+22
43.8,2.252022e+22
44.0,2.250231e+22
44.2,2.249252e+22
44.4,2.257204e+22
44.6,2.250404e+22
44.8,2.228818e+22
45.0,2.217917e+22
45.2,2.200803e+22
45.4,2.184816e+22
45.6,2.162907e+22
45.8,2.154148e+22
46.0,2.144529e+22
46.2,2.112982e+22
46.4,2.105708e+22
46.6,2.085298e+22
46.8,2.061339e+22
47.0,2.066671e+22
47.2,2.047594e+22
47.4,2.035607e+22
47.6,2.029677e+22
47.8,2.019713e+22
48.0,2.028735e+22
48.2,2.032761e+22
48.4,2.032917e+22
48.6,2.052614e+22
48.8,2.062031e+22
49.0,2.079966e+22
49.2,2.077218e+22
49.4,2.095214e+22
49.6,2.112613e+22
49.8,2.121154e+22
50.0,2.138396e+22
50.2,2.140683e+22
50.4,2.142752e+22
50.6,2.142061e+22
50.8,2.136968e+22
51.0,2.135941e+22
51.2,2.131644e+22
51.4,2.120655e+22
51.6,2.138855e+22
51.8,2.120287e+22
52.0,2.134404e+22
52.2,2.129524e+22
52.4,2.11587e+22
52.6,2.121639e+22
52.8,2.128422e+22
53.0,2.121485e+22
53.2,2.102397e+22
53.4,2.085503e+22
53.6,2.087869e+22
53.8,2.090142e+22
54.0,2.082523e+22
54.2,2.067365e+22
54.4,2.06191e+22
54.6,2.044813e+22
54.8,2.017643e+22
55.0,2.237708e+22
55.2,2.003971e+22
55.4,1.96945e+22
55.6,1.941698e+22
55.8,1.925118e+22
56.0,1.90153e+22
56.2,1.896475e+22
56.4,1.90618e+22
56.6,1.866986e+22
56.8,1.838707e+22
57.0,1.834181e+22
57.2,1.83026e+22
57.4,1.826379e+22
57.6,1.826452e+22
57.8,1.830988e+22
58.0,1.823098e+22
58.2,1.832143e+22
58.4,1.842831e+22
58.6,1.855491e+22
58.8,1.856241e+22
59.0,1.871839e+22
59.2,1.86972e+22
59.4,1.878435e+22
59.6,1.881051e+22
59.8,1.883211e+22
60.0,1.888671e+22
60.2,1.900108e+22
60.4,1.897887e+22
60.6,1.889976e+22
60.8,1.87995e+22
61.0,1.886139e+22
61.2,1.880919e+22
61.4,1.854121e+22
61.6,1.829139e+22
61.8,1.82112e+22
62.0,1.807574e+22
62.2,1.791776e+22
62.4,1.78466e+22
62.6,1.760193e+22
62.8,1.749019e+22
63.0,1.733972e+22
63.2,1.720721e+22
63.4,1.715085e+22
63.6,1.711151e+22
63.8,1.716147e+22
64.0,1.700923e+22
64.2,1.699347e+22
64.4,1.692387e+22
64.6,1.682929e+22
64.8,1.680689e+22
65.0,1.685922e+22
65.2,1.677378e+22
65.4,1.685964e+22
65.6,1.691276e+22
65.8,1.705058e+22
66.0,1.710901e+22
66.2,1.715171e+22
66.4,1.724255e+22
66.6,1.730887e+22
66.8,1.724154e+22
67.0,1.732758e+22
67.2,1.736249e+22
67.4,1.7375e+22
67.6,1.726017e+22
67.8,1.728171e+22
68.0,1.732306e+22
68.2,1.718738e+22
68.4,1.696457e+22
68.6,1.691705e+22
68.8,1.679248e+22
69.0,1.661345e+22
69.2,1.671232e+22
69.4,1.64915e+22
69.6,1.617695e+22
69.8,1.62337e+22
70.0,1.602592e+22
70.2,1.597171e+22
70.4,1.592434e+22
70.6,1.585445e+22
70.8,1.568346e+22
71.0,1.559354e+22
71.2,1.551604e+22
71.4,1.544041e+22
71.6,1.540787e+22
71.8,1.546257e+22
72.0,1.557957e+22
72.2,1.560934e+22
72.4,1.571836e+22
72.6,1.580855e+22
72.8,1.601792e+22
73.0,1.609448e+22
73.2,1.618453e+22
73.4,1.62415e+22
73.6,1.638596e+22
73.8,1.644441e+22
74.0,1.645367e+22
74.2,1.644519e+22
74.4,1.65079e+22
74.6,1.645677e+22
74.8,1.648103e+22
75.0,1.651351e+22
75.2,1.665127e+22
75.4,1.643672e+22
75.6,1.645525e+22
75.8,1.645435e+22
76.0,1.644135e+22
76.2,1.634961e+22
76.4,1.617531e+22
76.6,1.610294e+22
76.8,1.617501e+22
77.0,1.604524e+22
77.2,1.600216e+22
77.4,1.602067e+22
77.6,1.587172e+22
77.8,1.595356e+22
