true_time,time,unsigned_flux,free energy,potential inversion line flux,area
2011.06.28_02:12:00_TAI,0.0,1.420038e+18,6.503009e+19,0.000,0.000000
2011.06.28_02:24:00_TAI,0.2,2.747897e+19,8.946468e+20,1.859,1.332843
2011.06.28_02:36:00_TAI,0.4,3.818500e+19,6.433605e+20,0.000,1.666122
2011.06.28_02:48:00_TAI,0.6,8.152727e+19,9.403518e+20,0.000,4.372407
2011.06.28_03:00:00_TAI,0.8,8.075702e+19,1.047838e+21,0.000,4.465152
2011.06.28_03:12:00_TAI,1.0,7.819481e+19,1.050887e+21,2.156,4.702602
2011.06.28_03:24:00_TAI,1.2,9.467096e+19,1.332397e+21,0.000,5.033875
2011.06.28_03:36:00_TAI,1.4,1.004111e+20,1.373555e+21,2.306,4.605085
2011.06.28_03:48:00_TAI,1.6,1.166746e+20,1.223125e+21,0.000,6.074007
2011.06.28_04:00:00_TAI,1.8,1.352548e+20,1.332568e+21,0.000,6.879681
2011.06.28_04:12:00_TAI,2.0,1.482511e+20,1.351133e+21,2.184,7.871883
2011.06.28_04:24:00_TAI,2.2,2.373728e+20,2.238767e+21,2.188,14.803738
2011.06.28_04:36:00_TAI,2.4,2.362045e+20,2.124259e+21,2.602,15.084524
2011.06.28_04:48:00_TAI,2.6,2.471066e+20,2.148497e+21,2.377,15.175891
2011.06.28_05:00:00_TAI,2.8,2.363328e+20,1.906758e+21,2.376,15.127398
2011.06.28_05:12:00_TAI,3.0,2.733296e+20,2.127068e+21,2.592,16.825119
2011.06.28_05:24:00_TAI,3.2,3.515277e+20,2.890198e+21,0.000,21.042984
2011.06.28_05:36:00_TAI,3.4,3.953693e+20,3.255837e+21,0.000,23.126150
2011.06.28_05:48:00_TAI,3.6,3.721614e+20,2.997925e+21,0.000,21.841318
2011.06.28_06:24:00_TAI,4.2,3.369103e+20,2.619382e+21,0.000,23.145548
2011.06.28_06:36:00_TAI,4.4,3.283532e+20,2.672849e+21,0.000,21.814806
2011.06.28_06:48:00_TAI,4.6,3.205378e+20,2.351641e+21,0.000,21.148239
2011.06.28_07:00:00_TAI,4.8,3.145245e+20,2.441670e+21,1.696,21.852686
2011.06.28_07:12:00_TAI,5.0,3.118120e+20,2.424323e+21,0.000,20.664499
2011.06.28_07:24:00_TAI,5.2,2.947735e+20,2.123912e+21,1.999,20.377190
2011.06.28_07:36:00_TAI,5.4,2.941925e+20,1.947014e+21,0.000,19.519770
2011.06.28_07:48:00_TAI,5.6,2.681482e+20,1.704390e+21,0.000,19.513136
2011.06.28_08:00:00_TAI,5.8,2.630346e+20,1.739177e+21,0.000,18.843681
2011.06.28_08:12:00_TAI,6.0,2.602898e+20,1.679869e+21,0.000,18.652611
2011.06.28_08:24:00_TAI,6.2,2.556685e+20,1.759716e+21,0.000,19.071331
2011.06.28_08:36:00_TAI,6.4,2.412453e+20,1.469983e+21,0.000,18.308821
2011.06.28_08:48:00_TAI,6.6,2.312866e+20,1.368952e+21,0.000,17.691639
2011.06.28_09:00:00_TAI,6.8,2.153995e+20,1.165905e+21,0.000,17.452890
2011.06.28_09:12:00_TAI,7.0,1.903991e+20,1.029642e+21,0.000,16.837337
2011.06.28_09:24:00_TAI,7.2,1.850301e+20,1.005687e+21,2.090,15.370071
2011.06.28_09:36:00_TAI,7.4,1.660586e+20,1.042588e+21,2.092,15.934344
2011.06.28_09:48:00_TAI,7.6,1.391823e+20,8.987976e+20,0.000,15.036736
2011.06.28_10:00:00_TAI,7.8,1.550522e+20,9.052827e+20,2.253,16.030560
2011.06.28_10:12:00_TAI,8.0,2.229736e+20,1.318453e+21,0.000,19.200775
