true_time,time,unsigned_flux,free energy,potential inversion line flux,area,y
2010.05.03_22:12:00_TAI,70.0,1.606607e+20,4.783927e+20,0.000,29.364388,0
2010.05.03_22:24:00_TAI,70.2,1.814650e+20,5.200766e+20,0.000,28.837017,0
2010.05.03_22:36:00_TAI,70.4,1.766905e+20,4.939068e+20,0.000,30.471848,0
2010.05.03_22:48:00_TAI,70.6,2.099353e+20,6.424578e+20,0.000,31.384403,0
2010.05.03_23:00:00_TAI,70.8,1.846539e+20,5.045828e+20,0.000,31.607487,0
2010.05.03_23:12:00_TAI,71.0,2.099140e+20,6.729377e+20,0.000,33.195862,0
2010.05.03_23:24:00_TAI,71.2,1.751023e+20,5.558334e+20,0.000,33.922386,0
2010.05.03_23:36:00_TAI,71.4,2.105427e+20,6.622773e+20,0.000,33.138962,0
2010.05.03_23:48:00_TAI,71.6,1.920565e+20,6.198173e+20,0.000,32.439152,0
2010.05.04_00:12:00_TAI,72.0,2.025402e+20,6.165869e+20,0.000,35.848881,0
2010.05.04_00:24:00_TAI,72.2,2.189519e+20,6.806941e+20,0.000,36.903259,0
2010.05.04_00:36:00_TAI,72.4,1.995934e+20,5.533121e+20,0.000,34.680843,0
2010.05.04_00:48:00_TAI,72.6,2.411774e+20,7.722242e+20,0.000,35.944294,0
2010.05.04_01:00:00_TAI,72.8,2.211452e+20,6.578943e+20,0.000,35.243504,0
2010.05.04_01:12:00_TAI,73.0,2.335157e+20,7.955645e+20,0.000,35.073078,0
2010.05.04_01:24:00_TAI,73.2,2.479233e+20,7.985425e+20,0.000,37.999516,0
2010.05.04_01:36:00_TAI,73.4,2.663634e+20,8.534086e+20,0.000,38.326977,0
2010.05.04_01:48:00_TAI,73.6,2.815469e+20,8.299454e+20,0.000,38.431778,0
2010.05.04_02:00:00_TAI,73.8,2.905605e+20,9.591607e+20,0.000,38.411327,0
2010.05.04_02:12:00_TAI,74.0,2.710889e+20,9.033656e+20,0.000,38.142994,0
2010.05.04_02:36:00_TAI,74.4,2.632190e+20,8.067367e+20,0.000,39.767509,0
2010.05.04_02:48:00_TAI,74.6,2.788810e+20,7.824728e+20,0.000,40.665310,0
2010.05.04_03:00:00_TAI,74.8,2.584470e+20,7.599435e+20,0.000,41.169472,0
2010.05.04_03:12:00_TAI,75.0,2.641252e+20,7.652114e+20,0.000,41.844383,0
2010.05.04_03:24:00_TAI,75.2,2.805813e+20,8.309312e+20,0.000,41.956482,0
2010.05.04_03:36:00_TAI,75.4,2.698668e+20,8.212778e+20,0.000,42.223553,0
2010.05.04_03:48:00_TAI,75.6,2.754112e+20,7.972470e+20,0.000,42.113594,0
2010.05.04_04:00:00_TAI,75.8,2.999727e+20,9.817115e+20,0.000,41.544289,0
2010.05.04_04:12:00_TAI,76.0,3.017448e+20,8.971453e+20,0.000,40.211536,0
2010.05.04_04:24:00_TAI,76.2,3.056462e+20,9.724224e+20,0.000,41.204742,0
2010.05.04_04:36:00_TAI,76.4,3.240995e+20,9.498913e+20,0.000,40.718140,0
2010.05.04_05:00:00_TAI,76.8,3.037859e+20,9.283922e+20,0.000,41.592793,0
2010.05.04_05:12:00_TAI,77.0,3.509388e+20,1.037151e+21,0.000,41.927612,0
2010.05.04_05:24:00_TAI,77.2,3.682401e+20,1.105640e+21,0.000,43.641621,0
2010.05.04_05:36:00_TAI,77.4,3.848269e+20,1.121413e+21,0.000,43.194389,0
2010.05.04_05:48:00_TAI,77.6,4.158710e+20,1.246761e+21,0.000,44.764984,0
2010.05.04_06:24:00_TAI,78.2,4.561323e+20,1.472918e+21,0.000,45.666885,0
2010.05.04_06:36:00_TAI,78.4,4.336598e+20,1.415994e+21,0.000,45.378693,0
2010.05.04_06:48:00_TAI,78.6,4.020385e+20,1.250308e+21,0.000,45.845024,0
2010.05.04_07:00:00_TAI,78.8,4.118278e+20,1.266628e+21,0.000,47.895863,0
2010.05.04_07:24:00_TAI,79.2,3.903612e+20,1.242257e+21,0.000,47.548473,0
2010.05.04_07:36:00_TAI,79.4,3.912550e+20,1.297707e+21,0.000,46.728622,0
2010.05.04_07:48:00_TAI,79.6,3.742668e+20,1.195924e+21,0.000,45.583488,0
2010.05.04_08:00:00_TAI,79.8,3.429101e+20,1.074149e+21,0.000,46.898811,0
2010.05.04_08:12:00_TAI,80.0,3.126643e+20,9.733579e+20,0.000,48.348999,0
2010.05.04_08:24:00_TAI,80.2,3.170527e+20,1.031189e+21,0.000,47.190823,0
2010.05.04_08:36:00_TAI,80.4,3.098688e+20,1.031845e+21,0.000,46.047115,0
2010.05.04_08:48:00_TAI,80.6,3.079409e+20,1.155466e+21,0.000,46.301235,0
2010.05.04_09:00:00_TAI,80.8,3.367535e+20,1.199059e+21,0.000,46.441086,0
2010.05.04_09:12:00_TAI,81.0,3.285136e+20,1.130913e+21,0.000,48.368916,0
2010.05.04_09:24:00_TAI,81.2,3.367601e+20,1.256218e+21,0.000,47.870823,0
2010.05.04_09:48:00_TAI,81.6,3.365339e+20,1.204399e+21,0.000,48.002857,0
2010.05.04_10:00:00_TAI,81.8,3.633853e+20,1.306575e+21,0.000,50.346523,0
2010.05.04_10:12:00_TAI,82.0,3.642340e+20,1.305935e+21,0.000,49.797901,0
2010.05.04_10:24:00_TAI,82.2,3.942351e+20,1.423507e+21,0.000,49.582500,0
2010.05.04_10:36:00_TAI,82.4,3.935215e+20,1.388810e+21,0.000,47.778191,0
2010.05.04_10:48:00_TAI,82.6,3.626417e+20,1.257796e+21,0.000,46.881847,0
2010.05.04_11:00:00_TAI,82.8,3.595720e+20,1.281120e+21,0.000,47.309128,0
2010.05.04_11:12:00_TAI,83.0,3.666307e+20,1.297823e+21,0.000,47.022888,0
2010.05.04_11:24:00_TAI,83.2,3.563567e+20,1.252238e+21,0.000,47.060017,0
2010.05.04_11:36:00_TAI,83.4,3.572291e+20,1.267834e+21,0.000,48.167648,0
2010.05.04_11:48:00_TAI,83.6,3.770024e+20,1.313564e+21,0.000,48.432209,0
2010.05.04_12:12:00_TAI,84.0,4.166367e+20,1.457281e+21,0.000,48.953217,0
2010.05.04_12:24:00_TAI,84.2,4.153993e+20,1.438004e+21,0.000,49.938732,0
2010.05.04_12:36:00_TAI,84.4,4.050742e+20,1.502929e+21,0.000,49.322964,0
2010.05.04_12:48:00_TAI,84.6,4.051753e+20,1.419391e+21,0.000,48.389355,0
2010.05.04_13:00:00_TAI,84.8,3.867423e+20,1.431309e+21,0.000,46.908386,0
2010.05.04_13:12:00_TAI,85.0,3.831381e+20,1.338381e+21,1.820,46.966469,0
2010.05.04_13:24:00_TAI,85.2,3.689657e+20,1.341057e+21,0.000,47.928394,0
2010.05.04_13:36:00_TAI,85.4,3.850155e+20,1.458404e+21,0.000,49.237350,0
2010.05.04_13:48:00_TAI,85.6,4.187187e+20,1.507976e+21,0.000,48.599529,0
2010.05.04_14:00:00_TAI,85.8,4.125087e+20,1.457736e+21,1.823,49.844563,0
2010.05.04_14:12:00_TAI,86.0,4.266608e+20,1.559281e+21,1.813,49.693409,0
2010.05.04_14:36:00_TAI,86.4,4.232710e+20,1.452025e+21,2.124,46.014412,0
2010.05.04_14:48:00_TAI,86.6,4.257182e+20,1.488682e+21,2.113,46.122120,0
2010.05.04_15:00:00_TAI,86.8,4.368503e+20,1.536651e+21,2.109,46.505264,0
2010.05.04_15:12:00_TAI,87.0,4.228571e+20,1.386119e+21,2.097,45.862007,0
2010.05.04_15:24:00_TAI,87.2,4.096618e+20,1.298656e+21,2.217,46.357155,0
2010.05.04_15:36:00_TAI,87.4,4.006399e+20,1.249855e+21,2.151,45.057003,0
2010.05.04_15:48:00_TAI,87.6,3.914700e+20,1.259083e+21,2.236,42.906696,0
2010.05.04_16:00:00_TAI,87.8,4.206226e+20,1.351975e+21,2.222,41.501419,0
2010.05.04_16:12:00_TAI,88.0,4.254003e+20,1.280094e+21,2.123,41.156551,0
2010.05.04_16:24:00_TAI,88.2,4.747832e+20,1.607948e+21,2.080,43.102734,0
2010.05.04_16:36:00_TAI,88.4,4.822425e+20,1.596018e+21,2.067,41.152885,0
2010.05.04_17:00:00_TAI,88.8,5.144237e+20,1.778262e+21,1.618,40.362976,0
2010.05.04_17:12:00_TAI,89.0,5.368296e+20,1.781336e+21,1.631,39.956047,0
2010.05.04_17:24:00_TAI,89.2,5.105235e+20,1.688853e+21,1.615,39.791069,0
2010.05.04_17:36:00_TAI,89.4,5.022176e+20,1.664210e+21,0.000,38.185966,0
2010.05.04_17:48:00_TAI,89.6,4.709778e+20,1.500080e+21,0.000,36.814632,0
2010.05.04_18:24:00_TAI,90.2,4.650981e+20,1.542577e+21,0.000,35.013638,0
2010.05.04_18:36:00_TAI,90.4,4.376413e+20,1.434450e+21,0.000,35.314663,0
2010.05.04_18:48:00_TAI,90.6,4.230070e+20,1.410756e+21,0.000,32.587513,0
2010.05.04_19:00:00_TAI,90.8,4.182598e+20,1.345105e+21,0.000,31.938538,0
2010.05.04_19:24:00_TAI,91.2,3.702237e+20,1.181808e+21,0.000,30.587488,0
2010.05.04_19:36:00_TAI,91.4,3.629091e+20,1.202407e+21,0.000,29.404833,0
2010.05.04_19:48:00_TAI,91.6,3.614038e+20,1.235266e+21,0.000,28.863348,0
2010.05.04_20:00:00_TAI,91.8,3.428303e+20,1.130049e+21,0.000,28.988937,0
2010.05.04_20:12:00_TAI,92.0,3.341457e+20,1.143551e+21,0.000,28.609859,0
2010.05.04_20:24:00_TAI,92.2,3.294738e+20,1.086629e+21,0.000,29.310402,0
2010.05.04_20:36:00_TAI,92.4,3.422593e+20,1.206044e+21,0.000,28.021420,0
2010.05.04_20:48:00_TAI,92.6,3.442470e+20,1.278649e+21,0.000,27.149414,0
2010.05.04_21:00:00_TAI,92.8,3.142586e+20,1.133261e+21,0.000,27.711226,0
2010.05.04_21:12:00_TAI,93.0,3.598935e+20,1.250395e+21,0.000,26.955076,0
2010.05.04_21:24:00_TAI,93.2,3.402982e+20,1.119567e+21,0.000,28.500504,0
2010.05.04_22:12:00_TAI,94.0,4.071609e+20,1.398227e+21,0.000,28.455441,0
2010.05.04_22:24:00_TAI,94.2,4.064868e+20,1.368376e+21,1.255,29.549376,0
2010.05.04_22:36:00_TAI,94.4,4.240425e+20,1.392857e+21,1.211,29.330860,0
2010.05.04_22:48:00_TAI,94.6,4.050999e+20,1.285706e+21,0.000,26.591867,0
2010.05.04_23:00:00_TAI,94.8,4.009299e+20,1.362179e+21,0.000,26.298334,0
2010.05.04_23:12:00_TAI,95.0,4.058107e+20,1.360588e+21,0.000,25.857656,0
2010.05.04_23:24:00_TAI,95.2,3.920710e+20,1.305238e+21,0.000,25.132500,0
2010.05.04_23:48:00_TAI,95.6,3.876959e+20,1.275712e+21,0.000,24.540596,0
2010.05.05_00:00:00_TAI,95.8,3.703777e+20,1.220645e+21,0.000,25.361872,0
2010.05.05_00:12:00_TAI,96.0,3.605498e+20,1.220905e+21,0.000,24.320995,0
2010.05.05_00:24:00_TAI,96.2,3.807698e+20,1.290084e+21,0.000,24.341385,0
2010.05.05_00:36:00_TAI,96.4,3.710623e+20,1.234275e+21,0.000,23.618628,0
2010.05.05_00:48:00_TAI,96.6,3.791004e+20,1.245111e+21,0.000,23.054031,0
2010.05.05_01:00:00_TAI,96.8,3.460858e+20,1.128302e+21,0.000,22.000870,0
2010.05.05_01:12:00_TAI,97.0,3.520520e+20,1.151139e+21,0.000,22.505791,0
2010.05.05_01:24:00_TAI,97.2,3.610046e+20,1.222988e+21,0.000,23.430984,0
2010.05.05_01:36:00_TAI,97.4,3.643137e+20,1.262894e+21,0.000,23.397766,0
2010.05.05_01:48:00_TAI,97.6,3.295277e+20,1.138769e+21,0.000,22.890177,0
2010.05.05_02:00:00_TAI,97.8,3.419008e+20,1.207351e+21,0.000,23.774605,0
2010.05.05_02:12:00_TAI,98.0,3.262745e+20,1.231123e+21,0.000,23.249968,0
2010.05.05_02:24:00_TAI,98.2,3.158090e+20,1.182395e+21,0.000,22.680140,0
2010.05.05_02:36:00_TAI,98.4,2.626609e+20,9.005190e+20,0.000,22.648321,0
2010.05.05_02:48:00_TAI,98.6,2.668446e+20,9.817815e+20,0.000,20.348421,0
2010.05.05_03:00:00_TAI,98.8,2.547716e+20,9.340576e+20,0.000,18.803175,0
2010.05.05_03:12:00_TAI,99.0,2.363819e+20,9.466446e+20,0.000,17.507624,0
2010.05.05_03:24:00_TAI,99.2,1.913162e+20,7.755813e+20,0.000,15.942762,0
2010.05.05_03:36:00_TAI,99.4,1.717730e+20,6.880682e+20,0.000,13.714193,0
2010.05.05_04:00:00_TAI,99.8,1.792015e+20,6.756541e+20,0.000,13.844016,0
2010.05.05_04:12:00_TAI,100.0,1.708900e+20,6.270403e+20,0.000,13.035800,0
2010.05.05_04:24:00_TAI,100.2,1.617817e+20,5.722752e+20,0.000,14.032322,0
2010.05.05_04:36:00_TAI,100.4,1.671148e+20,6.194081e+20,0.000,13.008867,0
2010.05.05_05:00:00_TAI,100.8,1.818590e+20,6.097419e+20,0.000,13.155446,0
2010.05.05_05:12:00_TAI,101.0,1.769549e+20,5.981412e+20,0.000,12.454752,0
2010.05.05_12:00:00_TAI,107.8,1.485725e+20,4.251937e+20,0.000,9.962355,0
